word,score,entity,index,start,end
Bangalore,0.9988933801651001,B-LOC,19,64,73
S,0.9985681772232056,B-PER,32,121,122
Sa,0.9853574633598328,I-PER,34,123,125
##ku,0.7655276656150818,I-PER,35,125,127
##nt,0.30301573872566223,I-LOC,36,127,129
##hala,0.9920133352279663,I-LOC,37,129,133
H,0.9849275350570679,B-LOC,39,136,137
R,0.9677917957305908,B-LOC,51,154,155
##ED,0.9075092077255249,B-LOC,52,155,157
##NA,0.6732258200645447,I-LOC,53,157,159
AL,0.9914569854736328,I-LOC,55,161,163
##CA,0.982618510723114,I-LOC,56,163,165
##Z,0.9295346140861511,I-LOC,57,165,166
##AR,0.4614938199520111,I-LOC,58,166,168
Op,0.9664888381958008,B-LOC,60,171,173
S,0.8645691275596619,B-LOC,63,176,177
##BI,0.6526943445205688,I-LOC,64,177,179
Main,0.8712417483329773,I-LOC,65,180,184
Old,0.9644107222557068,B-LOC,67,186,189
Jai,0.9780558943748474,I-LOC,68,190,193
##l,0.9805251359939575,I-LOC,69,193,194
Road,0.9879987835884094,I-LOC,70,195,199
J,0.9777354001998901,I-LOC,71,200,201
##n,0.6568232774734497,I-LOC,72,201,202
V,0.9970681667327881,B-LOC,74,205,206
##ish,0.9760051369667053,B-LOC,75,206,209
##aka,0.9657241106033325,I-LOC,76,209,212
##pa,0.9560680985450745,I-LOC,77,212,214
##t,0.7701641321182251,I-LOC,78,214,215
##nam,0.8878328204154968,I-LOC,79,215,218
V,0.996749222278595,B-PER,129,420,421
V,0.8782950639724731,I-PER,131,422,423
Ravi,0.9820604920387268,I-PER,133,424,428
Ki,0.9950627684593201,I-PER,134,429,431
V,0.5173436403274536,B-PER,140,440,441
R,0.34654369950294495,I-ORG,142,442,443
G,0.6279981732368469,I-ORG,144,444,445
Sa,0.4551152288913727,I-ORG,146,446,448
##st,0.5814377069473267,I-ORG,147,448,450
##ry,0.479777455329895,I-ORG,148,450,452
A,0.555463969707489,B-PER,150,455,456
S,0.8177374601364136,I-LOC,152,457,458
.,0.5986764430999756,I-LOC,153,458,459
Rao,0.5321677327156067,I-PER,154,459,462
Nagar,0.9757534265518188,I-LOC,155,463,468
Hyderabad,0.9986201524734497,B-LOC,157,471,480
Andhra,0.9024008512496948,I-LOC,158,481,487
Pradesh,0.9994127750396729,I-LOC,159,488,495
O,0.42172032594680786,B-LOC,200,666,667
Less,0.7966106534004211,B-ORG,220,714,718
Floor,0.3866315186023712,I-LOC,229,757,762
T,0.9779411554336548,B-LOC,239,801,802
C,0.9934089779853821,I-LOC,241,803,804
Pa,0.978264331817627,I-LOC,243,805,807
Main,0.9511150121688843,I-LOC,245,811,815
Road,0.9744542241096497,I-LOC,246,816,820
Ram,0.976665735244751,B-LOC,248,822,825
m,0.9093156456947327,I-LOC,249,826,827
na,0.9218608140945435,I-LOC,252,833,835
Bangalore,0.994259774684906,B-LOC,255,840,849
Less,0.49491462111473083,B-ORG,285,988,992
Lea,0.536491870880127,B-ORG,317,1131,1134
