word,score,entity,index,start,end
Bangalore,0.9965927600860596,B-LOC,28,115,124
Ba,0.9837759733200073,B-PER,53,190,192
##ji,0.5184585452079773,I-PER,55,194,196
Cross,0.5341650247573853,I-ORG,67,232,237
S,0.7915481328964233,B-ORG,69,239,240
##BM,0.5072726607322693,I-ORG,70,240,242
Colony,0.4500233232975006,I-ORG,71,243,249
Math,0.3729367256164551,B-LOC,72,250,254
##ike,0.5125575065612793,I-LOC,73,254,257
Ka,0.9967767000198364,B-PER,108,364,366
English,0.999005138874054,B-MISC,350,1237,1244
Calendar,0.9725053310394287,I-MISC,351,1245,1253
