word,score,entity,index,start,end
K,0.8551685214042664,I-ORG,7,11,12
##AR,0.7563883066177368,I-LOC,8,12,14
##NA,0.5048742890357971,I-LOC,9,14,16
##TA,0.5545922517776489,I-ORG,10,16,18
##KA,0.7229986190795898,I-ORG,11,18,20
Bangalore,0.9968197345733643,B-LOC,122,253,262
G,0.9852752089500427,B-PER,138,299,300
Na,0.8997953534126282,B-ORG,147,317,319
##ga,0.5107761025428772,I-ORG,148,319,321
##ppa,0.6763623356819153,I-ORG,149,321,324
Shu,0.6245354413986206,B-PER,156,346,349
R,0.6588244438171387,B-ORG,162,358,359
##mu,0.8169336915016174,I-ORG,164,362,364
##rth,0.7724668383598328,I-ORG,165,364,367
##yna,0.5810441374778748,I-ORG,166,367,370
##gar,0.5699072480201721,I-ORG,167,370,373
Bangalore,0.6193232536315918,I-ORG,168,375,384
Po,0.9922212362289429,B-PER,189,444,446
##urt,0.6765404939651489,I-ORG,192,450,453
U,0.9567647576332092,I-PER,194,456,457
Rama,0.6273301839828491,B-LOC,202,471,475
##k,0.5674151182174683,I-ORG,203,475,476
Ka,0.8312563300132751,I-LOC,208,484,486
##j,0.8296783566474915,I-LOC,209,486,487
##ja,0.7915953397750854,I-LOC,210,487,489
##m,0.3509327173233032,I-LOC,211,489,490
Main,0.734690248966217,B-LOC,218,502,506
Ba,0.9280632734298706,I-LOC,219,507,509
##zar,0.9400306940078735,I-LOC,220,509,512
Mir,0.9727447032928467,B-LOC,222,515,518
##yal,0.9805200695991516,I-LOC,223,518,521
##agu,0.9876599907875061,I-LOC,224,521,524
##da,0.844592273235321,I-LOC,225,524,526
Na,0.872377872467041,B-LOC,229,531,533
##l,0.5672340989112854,I-LOC,230,533,534
##gon,0.8874357342720032,I-LOC,231,534,537
##da,0.7490435838699341,I-LOC,232,537,539
Di,0.5538375973701477,I-LOC,233,540,542
El,0.9587535262107849,B-ORG,360,1038,1040
##ec,0.581034243106842,I-ORG,361,1040,1042
##city,0.5938255190849304,I-ORG,363,1044,1048
Agreement,0.5338035821914673,I-MISC,373,1091,1100
