word,score,entity,index,start,end
Hyderabad,0.999173104763031,B-LOC,33,155,164
C,0.9050145745277405,I-LOC,41,186,187
B,0.4936782121658325,I-ORG,43,188,189
##HA,0.41417860984802246,I-ORG,44,189,191
##G,0.3483119308948517,I-ORG,45,191,192
##Y,0.6569914817810059,I-LOC,46,192,193
##AM,0.7467374801635742,I-LOC,47,193,195
C,0.3588641583919525,B-ORG,53,203,204
GO,0.40655285120010376,I-ORG,55,205,207
##VA,0.3097495138645172,I-ORG,56,207,209
##RD,0.6748592257499695,I-ORG,57,209,211
House,0.37886056303977966,B-ORG,73,247,252
Man,0.9868024587631226,B-LOC,88,273,276
##jee,0.9276528358459473,I-LOC,89,276,279
##ra,0.9387952089309692,I-LOC,90,279,281
Nagar,0.9947293996810913,I-LOC,91,282,287
Sang,0.9905721545219421,B-LOC,93,289,293
##ared,0.994223415851593,I-LOC,94,293,297
##dy,0.9931074976921082,I-LOC,95,297,299
Man,0.9965818524360657,I-LOC,96,300,303
##dal,0.9956904053688049,I-LOC,97,303,306
Me,0.9942754507064819,B-LOC,99,308,310
##dak,0.9617859125137329,I-LOC,100,310,313
District,0.9055473208427429,I-LOC,101,314,322
AP,0.7893840670585632,B-LOC,103,324,326
H,0.7592164874076843,B-PER,105,329,330
M,0.7606656551361084,B-ORG,196,513,514
SR,0.9355717301368713,I-ORG,200,517,519
J,0.911661684513092,I-ORG,202,521,522
##A,0.6242225170135498,I-ORG,203,522,523
SR,0.8684589862823486,I-ORG,223,557,559
J,0.8433142900466919,I-ORG,225,561,562
P,0.7920492887496948,I-ORG,241,591,592
##t,0.8351070284843445,I-ORG,243,593,594
.,0.5084789395332336,I-ORG,244,594,595
Ltd,0.8127976655960083,I-ORG,245,595,598
B,0.9701657891273499,B-ORG,255,656,657
J,0.9920042157173157,I-ORG,257,658,659
##A,0.9215319752693176,I-ORG,258,659,660
##Y,0.6715333461761475,I-ORG,259,660,661
##A,0.7699622511863708,I-ORG,260,661,662
##A,0.5319454073905945,I-ORG,262,665,666
##KA,0.5105286240577698,I-ORG,263,666,668
J,0.48591718077659607,I-ORG,272,679,680
##AG,0.5307925939559937,I-ORG,273,680,682
##AN,0.444538950920105,I-ORG,274,682,684
Rama,0.9913135766983032,B-LOC,301,745,749
##chan,0.9940431714057922,I-LOC,302,749,753
##dra,0.993284285068512,I-LOC,303,753,756
##puram,0.9962849020957947,I-LOC,304,756,761
Me,0.9940653443336487,B-LOC,306,763,765
##dak,0.9873555898666382,I-LOC,307,765,768
District,0.9541729092597961,I-LOC,308,769,777
AP,0.7023687958717346,B-ORG,310,779,781
