word,score,entity,index,start,end
Ren,0.8437826037406921,I-ORG,2,16,19
Con,0.5952343344688416,I-ORG,4,23,26
Ren,0.4687439799308777,I-ORG,25,78,81
Manila,0.9989601969718933,B-LOC,41,146,152
Antonio,0.9982219338417053,B-PER,46,170,177
Levy,0.9787177443504333,I-PER,47,178,182
S,0.8910483717918396,I-PER,48,183,184
.,0.8432734608650208,I-PER,49,184,185
In,0.9917379021644592,I-PER,50,186,188
##gles,0.9392172694206238,I-PER,51,188,192
Jr,0.9237533807754517,I-PER,53,194,196
Mary,0.9756330251693726,B-PER,58,205,209
Rose,0.6620401740074158,I-PER,59,210,214
C,0.5084091424942017,I-PER,60,215,216
In,0.9409176707267761,I-PER,62,218,220
##gles,0.514274537563324,I-PER,63,220,224
Unit,0.4191645383834839,B-LOC,75,277,281
E,0.8026700019836426,B-ORG,77,287,288
##GI,0.4686051905155182,I-ORG,78,288,290
Taft,0.5821106433868408,I-LOC,79,291,295
Tower,0.9478981494903564,I-LOC,80,296,301
Taft,0.971103847026825,B-LOC,83,307,311
Avenue,0.9922164678573608,I-LOC,84,312,318
Mal,0.9907950162887573,B-LOC,86,320,323
##ate,0.9964547753334045,I-LOC,87,323,326
Manila,0.9993236064910889,B-LOC,89,328,334
Man,0.9432971477508545,B-LOC,130,461,464
##gan,0.9121213555335999,I-LOC,131,464,467
##ese,0.9329000115394592,I-LOC,132,467,470
Road,0.9770010113716125,I-LOC,133,471,475
Pi,0.9888800978660583,B-LOC,135,477,479
##lar,0.9937454462051392,I-LOC,136,479,482
Village,0.9954521656036377,I-LOC,137,483,490
Las,0.9904159903526306,B-LOC,139,492,495
Pi,0.9976509213447571,I-LOC,140,496,498
##nas,0.9972037076950073,I-LOC,141,498,501
Metro,0.9986117482185364,B-LOC,143,503,508
Manila,0.9981963038444519,I-LOC,144,509,515
GE,0.45448774099349976,B-LOC,180,640,642
O,0.4211196005344391,I-LOC,185,650,651
Antonio,0.9929872751235962,B-PER,203,687,694
Levy,0.9653632640838623,I-PER,204,695,699
S,0.8666108250617981,I-PER,205,700,701
In,0.9753854274749756,I-PER,207,703,705
##gles,0.8341071605682373,I-PER,208,705,709
Jr,0.7297124862670898,I-PER,210,711,713
Mary,0.7527233958244324,B-PER,215,722,726
Rose,0.615244448184967,I-LOC,216,727,731
C,0.8562647700309753,I-LOC,217,732,733
In,0.8757946491241455,I-PER,219,735,737
##gles,0.5852193236351013,I-PER,220,737,741
Block,0.8807584643363953,B-LOC,235,798,803
20,0.9336484670639038,I-LOC,236,804,806
Royal,0.9483164548873901,B-LOC,238,808,813
South,0.9904187917709351,I-LOC,239,814,819
Town,0.9715542197227478,I-LOC,240,820,824
##hom,0.9767228960990906,I-LOC,241,824,827
##es,0.9763835668563843,I-LOC,242,827,829
Marcos,0.9368900656700134,B-LOC,244,831,837
Alvarez,0.9798227548599243,I-LOC,245,838,845
Avenue,0.988569974899292,I-LOC,246,846,852
Talon,0.8694565892219543,B-LOC,248,854,859
5,0.9834363460540771,I-LOC,249,860,861
Las,0.9889542460441589,B-LOC,251,863,866
Pi,0.9975151419639587,I-LOC,252,867,869
##nas,0.9967329502105713,I-LOC,253,869,872
City,0.9972968697547913,I-LOC,254,873,877
Metro,0.9980777502059937,B-LOC,256,879,884
Manila,0.9980058073997498,I-LOC,257,885,891
