word,score,entity,index,start,end
Pro,0.9989847540855408,B-ORG,20,77,80
##cal,0.9963134527206421,I-ORG,21,80,83
##l,0.9990492463111877,I-ORG,22,83,84
Private,0.9993467926979065,I-ORG,23,85,92
Limited,0.9991032481193542,I-ORG,24,93,100
Pro,0.9974340200424194,B-ORG,30,132,135
##cal,0.9708484411239624,I-ORG,31,135,138
##l,0.996625542640686,I-ORG,32,138,139
Private,0.9991834759712219,I-ORG,33,140,147
Limited,0.9976512789726257,I-ORG,34,148,155
Tri,0.9126943349838257,B-LOC,43,176,179
##ven,0.8935173749923706,I-LOC,44,179,182
##i,0.5758063197135925,I-LOC,45,182,183
Commercial,0.502299964427948,I-ORG,46,184,194
Complex,0.8174923062324524,I-LOC,47,195,202
Shi,0.9454973340034485,B-LOC,49,204,207
##h,0.7935601472854614,I-LOC,51,209,210
Sara,0.9578556418418884,I-LOC,52,211,215
##i,0.5229681730270386,I-LOC,53,215,216
New,0.9921879768371582,B-LOC,58,226,229
Delhi,0.9956842064857483,I-LOC,59,231,236
Pro,0.9598261713981628,B-ORG,70,273,276
##cal,0.8025232553482056,I-ORG,71,276,279
##l,0.7299095392227173,I-ORG,72,279,280
Tel,0.9931662678718567,B-ORG,114,487,490
##elo,0.9870784878730774,I-ORG,115,490,493
##gic,0.9755657315254211,I-ORG,116,493,496
India,0.998454213142395,I-ORG,117,497,502
P,0.9964771866798401,I-ORG,118,503,504
##v,0.676409125328064,I-ORG,119,504,505
##t,0.9059564471244812,I-ORG,120,505,506
.,0.6179287433624268,I-ORG,121,506,507
Ltd,0.9920654892921448,I-ORG,122,508,511
Sal,0.9640123248100281,B-LOC,126,517,520
##ar,0.9704155921936035,I-LOC,127,520,522
##pur,0.8269425630569458,I-LOC,128,522,525
##ia,0.948725700378418,I-LOC,129,525,527
Bangalore,0.9980148077011108,B-LOC,139,565,574
Pro,0.9974176287651062,B-ORG,189,812,815
##cal,0.986626148223877,I-ORG,190,815,818
##l,0.9799963235855103,I-ORG,191,818,819
Ren,0.9845192432403564,B-ORG,193,824,827
T,0.988605797290802,I-ORG,195,832,833
##runk,0.9867643117904663,I-ORG,196,833,837
##ing,0.9625197649002075,I-ORG,197,837,840
Radio,0.995449423789978,I-ORG,198,841,846
Services,0.9966526031494141,I-ORG,199,847,855
Pro,0.9982983469963074,B-ORG,265,1078,1081
##cal,0.996314525604248,I-ORG,266,1081,1084
##l,0.9959410429000854,I-ORG,267,1084,1085
P,0.9987065196037292,I-ORG,268,1086,1087
##v,0.9447146654129028,I-ORG,269,1087,1088
##t,0.9949746131896973,I-ORG,270,1088,1089
.,0.9548516273498535,I-ORG,271,1089,1090
Ltd,0.9901065826416016,I-ORG,272,1091,1094
Pro,0.9979650378227234,B-ORG,282,1134,1137
##cal,0.9798214435577393,I-ORG,283,1137,1140
##l,0.9872642159461975,I-ORG,284,1140,1141
P,0.9985575675964355,I-ORG,285,1142,1143
##v,0.9059987664222717,I-ORG,286,1143,1144
##t,0.9939942955970764,I-ORG,287,1144,1145
.,0.9545251131057739,I-ORG,288,1145,1146
Ltd,0.9918426275253296,I-ORG,289,1147,1150
Pro,0.998702347278595,B-ORG,321,1299,1302
##cal,0.9958056807518005,I-ORG,322,1302,1305
##l,0.9985536932945251,I-ORG,323,1305,1306
P,0.999081015586853,I-ORG,324,1307,1308
##v,0.6649720072746277,I-ORG,325,1308,1309
##t,0.9883362054824829,I-ORG,326,1309,1310
.,0.9371362328529358,I-ORG,327,1310,1311
Ltd,0.9880542159080505,I-ORG,328,1312,1315
Pro,0.9982941150665283,B-ORG,346,1395,1398
##cal,0.9901103973388672,I-ORG,347,1398,1401
##l,0.9785193204879761,I-ORG,348,1401,1402
Pro,0.9972759485244751,B-ORG,374,1494,1497
##cal,0.9796097278594971,I-ORG,375,1497,1500
##l,0.9526255130767822,I-ORG,376,1500,1501
