word,score,entity,index,start,end
CH,0.9480182528495789,B-LOC,32,100,102
L,0.846649706363678,B-PER,83,238,239
G,0.8072934746742249,B-ORG,92,256,257
LA,0.7972738742828369,I-ORG,93,258,260
##KS,0.9436455368995667,I-ORG,94,260,262
##H,0.7383031249046326,I-ORG,95,262,263
##MI,0.6706556081771851,I-ORG,96,263,265
N,0.9659631252288818,I-ORG,97,266,267
##AR,0.9471713900566101,I-ORG,98,267,269
##IS,0.967132031917572,I-ORG,99,269,271
##IM,0.9421331286430359,I-ORG,100,271,273
##N,0.6412193775177002,I-ORG,102,275,276
