word,score,entity,index,start,end
Bangalore,0.9982188940048218,B-LOC,25,102,111
PA,0.9818172454833984,B-LOC,39,158,160
##DM,0.6979532241821289,I-LOC,40,160,162
##AV,0.46294263005256653,I-LOC,41,162,164
##AT,0.7245076298713684,I-LOC,42,164,166
9th,0.9134293794631958,B-LOC,52,186,189
Cross,0.9785025119781494,I-LOC,53,190,195
By,0.9738883376121521,B-LOC,55,197,199
##ras,0.718465268611908,I-LOC,56,199,202
##andra,0.9729475378990173,I-LOC,57,202,207
Main,0.983277440071106,I-LOC,58,208,212
Road,0.9869147539138794,I-LOC,59,213,217
G,0.4670883119106293,B-LOC,61,218,219
M,0.9707810282707214,I-LOC,62,220,221
Pa,0.8716745972633362,I-LOC,63,222,224
##lya,0.9324319362640381,I-LOC,64,224,227
Bangalore,0.998714804649353,B-LOC,66,229,238
O,0.33216679096221924,B-ORG,78,274,275
SA,0.8369917273521423,B-LOC,88,299,301
##NG,0.6622543334960938,I-ORG,89,301,303
##HA,0.4481695890426636,I-ORG,90,303,305
##MI,0.3777005076408386,I-PER,91,305,307
##TR,0.7568716406822205,I-ORG,92,307,309
PA,0.8461745977401733,I-PER,94,311,313
##RI,0.880707859992981,I-ORG,95,313,315
##DA,0.417709082365036,I-ORG,96,315,317
Sa,0.9982182383537292,B-ORG,101,331,333
##ske,0.9845705032348633,I-ORG,102,333,336
##n,0.990860641002655,I-ORG,103,336,337
Communication,0.9990473389625549,I-ORG,104,338,351
##T,0.9989649653434753,I-ORG,105,351,352
##ech,0.9977426528930664,I-ORG,106,352,355
##no,0.9980185031890869,I-ORG,107,355,357
##logies,0.998768150806427,I-ORG,108,357,363
Ltd,0.9952270984649658,I-ORG,109,364,367
Ring,0.9576224684715271,B-LOC,115,377,381
Road,0.9845070838928223,I-LOC,116,382,386
Dom,0.9565373659133911,B-LOC,118,388,391
##lu,0.9408517479896545,I-LOC,119,391,393
Bangalore,0.616316020488739,I-LOC,121,395,404
9th,0.8817830085754395,B-LOC,166,550,553
Cross,0.9672774076461792,I-LOC,167,554,559
By,0.9794419407844543,B-LOC,169,561,563
##ras,0.9838950634002686,B-LOC,170,563,566
##andra,0.9821556210517883,I-LOC,171,566,571
Main,0.9897370338439941,I-LOC,172,572,576
Road,0.9918811917304993,I-LOC,173,577,581
G,0.7234000563621521,B-LOC,175,583,584
M,0.9752568006515503,I-LOC,176,585,586
Pa,0.9211490154266357,I-LOC,177,587,589
##lya,0.9592903256416321,I-LOC,178,589,592
Bangalore,0.9977025985717773,B-LOC,180,594,603
Ten,0.8680505752563477,B-ORG,346,1237,1240
English,0.9942915439605713,B-MISC,400,1450,1457
