word,score,entity,index,start,end
##sto,0.5415424704551697,I-ORG,45,65,68
##zi,0.9284039735794067,I-ORG,46,68,70
##tration,0.6057285070419312,B-ORG,58,94,101
and,0.9673586487770081,I-ORG,59,102,105
St,0.9900778532028198,I-ORG,60,106,108
##amp,0.9909892082214355,I-ORG,61,108,111
##s,0.9943691492080688,I-ORG,62,111,112
Department,0.9918390512466431,I-ORG,63,113,123
Bangalore,0.9941370487213135,B-LOC,128,283,292
G,0.839555025100708,B-ORG,144,329,330
##id,0.2884044945240021,B-ORG,145,330,332
##pp,0.7379168272018433,I-ORG,147,334,336
Ram,0.9382907748222351,B-ORG,169,389,392
##A,0.9659483432769775,I-ORG,170,392,393
##mu,0.9597688317298889,I-ORG,171,393,395
##rth,0.9688417911529541,I-ORG,172,395,398
##yna,0.9840652942657471,I-ORG,173,398,401
##gar,0.8971628546714783,I-ORG,174,401,404
Bangalore,0.9705425500869751,I-ORG,175,405,414
Po,0.693088710308075,B-PER,196,475,477
##tt,0.39372390508651733,B-LOC,197,477,479
##um,0.9161673784255981,I-ORG,198,479,481
##urt,0.9814167022705078,I-ORG,199,481,484
U,0.8147733211517334,I-PER,201,487,488
##day,0.30022215843200684,I-ORG,202,488,491
##aia,0.3831489682197571,I-PER,203,491,494
Krishna,0.8171849846839905,B-LOC,213,508,515
Main,0.6880715489387512,B-LOC,226,537,541
Ba,0.9641464352607727,I-LOC,227,542,544
##zar,0.9305698275566101,I-LOC,228,544,547
Mir,0.9869310855865479,B-LOC,230,550,553
##yal,0.9919664263725281,I-LOC,231,553,556
##agu,0.9938663244247437,I-LOC,232,556,559
##da,0.937978208065033,I-LOC,233,559,561
Na,0.7878310084342957,B-LOC,236,566,568
##l,0.7762066721916199,I-LOC,237,568,569
##gon,0.9641951322555542,I-LOC,238,569,572
##da,0.8729326725006104,I-LOC,239,572,574
Di,0.9152427911758423,I-LOC,240,575,577
El,0.9844533205032349,B-ORG,364,1067,1069
##ec,0.9299929141998291,I-ORG,365,1069,1071
##tr,0.5598130226135254,I-ORG,366,1071,1073
##city,0.8792291879653931,I-ORG,367,1073,1077
