word,score,entity,index,start,end
Chennai,0.9994184374809265,B-LOC,20,68,75
##ET,0.5162709355354309,B-ORG,35,118,120
##W,0.9436301589012146,I-ORG,36,120,121
##EE,0.6087566018104553,I-ORG,37,121,123
Sa,0.49848517775535583,I-PER,41,128,130
##rg,0.7681998014450073,I-PER,42,130,132
##une,0.36302244663238525,I-PER,43,132,135
##s,0.5477648377418518,I-PER,44,135,136
G,0.999438464641571,B-PER,51,147,148
Ka,0.906006932258606,I-PER,53,149,151
##sin,0.9384371042251587,I-PER,54,151,154
##ath,0.9851832985877991,I-PER,55,154,157
Rao,0.9964162111282349,I-PER,56,158,161
V,0.9936863780021667,B-LOC,69,204,205
##en,0.9053793549537659,B-LOC,70,205,207
##kat,0.9651451110839844,I-LOC,71,207,210
##es,0.9358155727386475,I-LOC,72,210,212
##wara,0.989729642868042,I-LOC,73,212,216
na,0.9325656294822693,I-LOC,74,217,219
Is,0.9901905655860901,B-LOC,77,224,226
##t,0.4478228986263275,B-LOC,78,226,227
##M,0.934989333152771,I-LOC,79,227,228
##ain,0.7840449810028076,I-LOC,80,228,231
V,0.9966482520103455,B-LOC,83,238,239
##ela,0.8785477876663208,I-LOC,84,239,242
##cher,0.8777773380279541,I-LOC,85,242,246
##y,0.9451279640197754,I-LOC,86,246,247
Chennai,0.9992716312408447,B-LOC,88,249,256
Tamil,0.9994383454322815,B-LOC,92,263,268
Nadu,0.9993659853935242,I-LOC,93,269,273
R,0.9992146492004395,B-PER,107,316,317
Math,0.9974184632301331,I-PER,109,318,322
##an,0.8290905356407166,I-PER,110,322,324
##kumar,0.9319295883178711,I-PER,111,324,329
Rama,0.4934672713279724,B-LOC,115,334,338
##sa,0.8832517266273499,I-LOC,116,338,340
Mad,0.9845463633537292,B-LOC,133,379,382
##ha,0.9903759956359863,I-LOC,134,382,384
k,0.6656045913696289,I-LOC,135,385,386
G,0.9963887333869934,B-LOC,140,399,400
##ane,0.9552520513534546,I-LOC,141,400,403
##sa,0.9936431050300598,I-LOC,142,403,405
##puram,0.9969221949577332,I-LOC,143,405,410
Nam,0.9962219595909119,B-LOC,145,412,415
##ak,0.9861316084861755,I-LOC,146,415,417
##kal,0.997566282749176,I-LOC,147,417,420
V,0.9948633909225464,B-LOC,188,562,563
##en,0.9408155083656311,B-LOC,189,563,565
##kat,0.9385039806365967,I-LOC,190,565,568
##es,0.9420651793479919,I-LOC,191,568,570
##wara,0.9878987669944763,I-LOC,192,570,574
na,0.93024080991745,I-LOC,193,575,577
1st,0.5842489004135132,B-LOC,196,582,585
Main,0.4585946500301361,I-LOC,197,586,590
V,0.9959808588027954,B-LOC,200,597,598
##ela,0.9739288091659546,I-LOC,201,598,601
##cher,0.9682329297065735,I-LOC,202,601,605
##y,0.9931724071502686,I-LOC,203,605,606
Chennai,0.9990890622138977,B-LOC,205,608,615
Tamil,0.9992284178733826,B-LOC,209,622,627
Nadu,0.9993653893470764,I-LOC,210,628,632
English,0.9993226528167725,B-MISC,348,1246,1253
