word,score,entity,index,start,end
Chennai,0.9988171458244324,B-LOC,36,94,101
Kamal,0.8722167015075684,B-PER,45,116,121
A,0.998645544052124,B-PER,54,151,152
##ppa,0.7469972968101501,B-PER,55,152,155
##r,0.40189865231513977,I-PER,56,155,156
Sun,0.9842877388000488,I-PER,57,157,160
P,0.9890286326408386,B-LOC,61,176,177
##urs,0.9609572291374207,B-LOC,62,177,180
##awa,0.922980785369873,I-LOC,63,180,183
##lk,0.9456680417060852,I-LOC,64,183,185
##am,0.9946982860565186,I-LOC,65,185,187
Ko,0.9629579186439514,B-LOC,67,189,191
Chennai,0.9752556085586548,B-LOC,70,196,203
P,0.9588861465454102,B-ORG,125,445,446
A,0.9990527629852295,B-PER,137,487,488
##ppa,0.6373330354690552,B-PER,138,488,491
##r,0.4786767065525055,I-PER,139,491,492
P,0.989191472530365,B-LOC,147,526,527
##urs,0.6040448546409607,B-LOC,148,527,530
##awa,0.951659619808197,I-LOC,149,530,533
##lk,0.9007813334465027,I-LOC,150,533,535
##am,0.9964298009872437,I-LOC,151,535,537
Chennai,0.9986600875854492,B-LOC,154,541,548
V,0.9981590509414673,B-PER,179,630,631
A,0.977561891078949,B-PER,181,632,633
##run,0.8370659351348877,I-PER,182,633,636
Kumar,0.993642270565033,I-PER,183,637,642
V,0.47932010889053345,B-LOC,190,653,654
##eda,0.5669980645179749,B-PER,191,654,657
Cha,0.41620156168937683,I-PER,192,658,661
##lam,0.8924551010131836,I-LOC,193,661,664
O,0.30524131655693054,B-PER,235,855,856
L,0.6488533020019531,B-ORG,247,880,881
Ka,0.9167680740356445,B-LOC,275,990,992
##nda,0.6615087389945984,I-LOC,276,992,995
S,0.9760004281997681,I-LOC,277,996,997
##wamy,0.869079053401947,I-LOC,278,997,1001
Ko,0.9860286116600037,I-LOC,279,1002,1004
Ko,0.9936385154724121,B-LOC,283,1015,1017
##sa,0.9883582592010498,I-LOC,284,1017,1019
##pet,0.9938787817955017,I-LOC,285,1019,1022
P,0.9932065010070801,B-LOC,287,1024,1025
##urs,0.9147723913192749,B-LOC,288,1025,1028
##awa,0.5537300705909729,I-LOC,289,1028,1031
##lk,0.8626700639724731,I-LOC,290,1031,1033
##am,0.9781744480133057,I-LOC,291,1033,1035
Chennai,0.9914212822914124,I-LOC,292,1036,1043
L,0.8762814998626709,B-ORG,325,1153,1154
L,0.9063882827758789,B-ORG,365,1329,1330
English,0.931121826171875,B-MISC,497,1783,1790
