entity,start_char,end_char,label
SEPTEMBER,101,110,DATE
2018,112,116,DATE
TWO,118,121,CARDINAL
SMT,159,162,ORG
PAN,187,190,ORG
W/O Sri Chothmal Joshi,208,230,PERSON
Hindu,232,237,NORP
Occupation-Housewife,248,268,ORG
Joshi Kunj,282,292,FAC
Akashwani,303,312,GPE
2nd Mile Sevoke road,314,334,FAC
Siliguri,336,344,GPE
West Bengal,346,357,GPE
'TECHNOCULTURE BUILDING CENTRE PRIVATE LIMITED, a Private Limited Company',587,659,ORG
the Indian Companies Act,679,703,LAW
1956,704,708,DATE
417,775,778,CARDINAL
Ashiana,780,787,GPE
Exhibition Road Patna- 1,796,820,FAC
Bihar,822,827,GPE
Branch-in-Charge,1078,1094,LAW
Hindu,1172,1177,NORP
Indian,1191,1197,NORP
Turibari,1248,1256,GPE
Junglee Mohal,1258,1271,PERSON
P.0. Salugara-08,1273,1289,DATE
P.S. Bhaktinagar,1291,1307,GPE
District Jalpaiguri,1309,1328,GPE
the State of West Bengal,1332,1356,GPE
First,1485,1490,ORDINAL
"JOSHI KUNJ",1519,1531,FAC
the 2nd Mile Sevoke Road,1553,1577,FAC
Opposite Akashvani Bhawan,1579,1604,FAC
Bhaktinagar,1611,1622,GPE
P.0. Ektiasal-02,1624,1640,GPE
Siliguri,1642,1650,GPE
District-Jalpaiguri,1652,1671,GPE
LESSEE,1809,1815,ORG
a Private Limited Company,1819,1844,ORG
LESSOR,1976,1982,ORG
LESSEE,2028,2034,ORG
LESSEE,2107,2113,ORG
36,2276,2278,CARDINAL
Thirty Six) months,2280,2298,DATE
1st September 2018,2327,2345,DATE
LESSOR,2375,2381,ORG
3,2408,2409,CARDINAL
36,2587,2589,CARDINAL
Thirty Six) months,2591,2609,DATE
the 1st September 2018,2623,2645,DATE
LESSOR,2666,2672,ORG
LESSEE,2681,2687,ORG
Leave and License,2734,2751,LAW
LESSEE,2928,2934,ORG
36,2969,2971,CARDINAL
Thirty Six) months,2973,2991,DATE
1st September 2018,3008,3026,DATE
LESSOR,3038,3044,ORG
LESSOR,3062,3068,ORG
monthly,3071,3078,DATE
Twenty Three Thousand,3122,3143,CARDINAL
the period of 36,3164,3180,DATE
Thirty Six) months,3181,3199,DATE
LESSEE,3211,3217,ORG
monthly,3242,3249,DATE
the - succeeding month,3265,3287,DATE
the 10th of English Calendar month,3313,3347,DATE
LESSEE,3429,3435,ORG
Nine hundred twenty,3534,3553,CARDINAL
LESSOR,3586,3592,ORG
Lessee,3604,3610,ORG
'Rs.80,000/-(Rupees Eighty Thousand',3630,3664,MONEY
Lessor,3722,3728,ORG
Lessor,3771,3777,ORG
Lessee,3920,3926,FAC
Lessor,3934,3940,ORG
31st August 202,3995,4010,DATE
LESSEE,4037,4043,ORG
one month,4062,4071,DATE
License Period,4099,4113,EVENT
LESSOR,4119,4125,ORG
Lessee,4221,4227,ORG
Lessor,4244,4250,ORG
LESSEE,4488,4494,ORG
WBSEDCL,4567,4574,ORG
Lessor,4580,4586,ORG
NOC,4601,4604,ORG
WBSEDCL,4612,4619,ORG
LESSEE,4646,4652,ORG
LESSOR,4918,4924,ORG
LESSEE,5042,5048,ORG
the Municipal Corporation,5056,5081,ORG
LESSOR,5157,5163,ORG
LESSEE,5175,5181,ORG
LESSEE,5387,5393,ORG
LESSEE,5526,5532,ORG
LESSEE,5661,5667,ORG
Government/ Society,5740,5759,ORG
LESSEE,5832,5838,ORG
LESSEE,5850,5856,ORG
LESSEE,6013,6019,ORG
Society,6122,6129,ORG
Government,6131,6141,ORG
Municipal Authorities,6146,6167,ORG
LESSEE,6262,6268,ORG
LESSOR,6286,6292,ORG
office hours,6314,6326,TIME
5,6409,6410,CARDINAL
LESSEE,6431,6437,ORG
31st August 2021,6681,6697,DATE
LESSOR,6705,6711,ORG
LESSOR,6723,6729,ORG
LESSEE,6738,6744,ORG
the Lessor hereof,6783,6800,LAW
Lessor,6895,6901,ORG
three,6916,6921,CARDINAL
months,6928,6934,DATE
Lessee,6949,6955,ORG
Lessee,6975,6981,ORG
one month,7025,7034,DATE
Arbitration under the Arbitration and Conciliation Act,7478,7532,LAW
Siliguri,7598,7606,GPE
First,7716,7721,ORDINAL
" JOSHIKUNJ" Building,7750,7771,FAC
Plot No. 894,7812,7824,FAC
380,7831,7834,CARDINAL
Khatian No. 578,7872,7887,FAC
1129,7894,7898,CARDINAL
2nd Mile Sevoke Road,7916,7936,FAC
Bhaktinagar,7943,7954,GPE
P.O. Ektiasal-02,7956,7972,FAC
the District of Jalpaiguri,7976,8002,GPE
Joshi Kunj,8028,8038,PERSON
SEVOKE ROAD,8143,8154,FAC
LAND OF,8164,8171,GPE
the day month and year first,8276,8304,DATE
1,8331,8332,CARDINAL
