entity,start_char,end_char,label
'this 19" day of August, 2010',38,66,DATE
John Public,75,86,PERSON
Happytown,107,116,GPE
Tennessee,118,127,GPE
23432,128,133,CARDINAL
Tenants,158,165,ORG
Lagoon Landings LLC,171,190,ORG
8730 Thomas Drive,285,302,FAC
414,309,312,CARDINAL
Panama City Beach,314,331,GPE
Florida,333,340,GPE
6,373,374,CARDINAL
3,384,385,CARDINAL
3,396,397,CARDINAL
8,412,413,CARDINAL
3 pm,439,443,TIME
10 am,469,474,TIME
450.00,511,517,MONEY
100.00,521,527,MONEY
600.00,543,549,MONEY
75.00,579,584,MONEY
150.00,609,615,MONEY
25,675,677,MONEY
654.00,751,757,MONEY
320.00,794,800,MONEY
10/24/2010 Balance due 14 days,806,836,DATE
334.00,876,882,MONEY
Landlord,1178,1186,ORG
Landlord,1363,1371,ORG
eight,2289,2294,CARDINAL
Quiet hour,2449,2459,TIME
10 PM,2470,2475,TIME
Landlord,2697,2705,PERSON
Tennant,2825,2832,ORG
Tenant,3005,3011,ORG
75 degrees,3064,3074,QUANTITY
78,3107,3109,CARDINAL
Landlord,3876,3884,ORG
Landlord,3974,3982,ORG
Lagoon Landings LLC,5414,5433,ORG
608,5435,5438,CARDINAL
Adelynn Court South,5439,5458,FAC
Franklin,5460,5468,GPE
TN,5470,5472,GPE
615-599-4092,5520,5532,CARDINAL
