entity,start_char,end_char,label
the 15th day of February 2012,148,177,DATE
15.02.2012,179,189,DATE
M.SANTOSH S/O.M.DATTATREYA SASTRY,212,245,PERSON
31 years,252,260,DATE
'Golden

pearl',300,313,FAC
Padmavathy Nagar,356,372,FAC
Jeyanth B,579,588,PERSON
30 years,615,623,DATE
Cognizant Technology Solutions,657,687,ORG
Chennai,689,696,GPE
5/856,732,737,CARDINAL
Lakeview 3rd Street,739,758,FAC
Iyyappa Nagar,760,773,LOC
LANDLORD,1000,1008,PERSON
First Floor,1048,1059,LOC
2,1087,1088,CARDINAL
VELACHERY,1219,1228,GPE
TENANT,1334,1340,ORG
LANDLORD,1406,1414,ORG
11 (Eleven) months,1608,1626,DATE
11th day of March 2012,1642,1664,DATE
10th day of February 2013,1668,1693,DATE
TENANT,1718,1724,ORG
LANDLORD,1855,1863,ORG
LANDLORD,1904,1912,ORG
LANDLORD,2034,2042,ORG
TENANT,2050,2056,ORG
TENANT,2337,2343,ORG
TENANT,2485,2491,ORG
LANDLORD,2559,2567,PRODUCT
TENANT,2588,2594,ORG
5th day of the succeeding English,2695,2728,DATE
3,2783,2784,CARDINAL
TENANT,2835,2841,ORG
TNEB,3005,3009,ORG
TENANT,3057,3063,ORG
LANDLORD,3094,3102,ORG
TENANT,3134,3140,ORG
LANDLORD,3197,3205,ORG
TENANT,3270,3276,ORG
monthly,3292,3299,DATE
TENANT,3420,3426,ORG
the Rules and Regulations,3443,3468,LAW
TENANT,3526,3532,ORG
LANDLORD,3680,3688,ORG
TENANT,3753,3759,ORG
LANDLORD,3912,3920,ORG
TENANT,3926,3932,ORG
LANDLORD,4038,4046,ORG
TENANT,4226,4232,ORG
TENANT,4284,4290,ORG
LANDLORD,4356,4364,ORG
TENANT,4440,4446,ORG
LANDLORD,4468,4476,ORG
TENANT,4601,4607,ORG
TENANT,4671,4677,ORG
TENANT,4747,4753,ORG
1,4774,4775,CARDINAL
1,4783,4784,CARDINAL
1,4797,4798,CARDINAL
2,4802,4803,CARDINAL
TENANT,4867,4873,ORG
TENANT,5118,5124,ORG
TENANT,5317,5323,ORG
TENANT,5420,5426,ORG
LANDLORD,5443,5451,PERSON
TENANT,5655,5661,ORG
LANDLORD,5683,5691,PERSON
11 (Eleven) months,5722,5740,DATE
10%,5756,5759,PERCENT
11 (Eleven) months,6020,6038,DATE
2 month’s,6079,6088,DATE
LANDLORD,6101,6109,ORG
TENANT,6154,6160,ORG
2 months,6268,6276,DATE
LANDLORD,6393,6401,ORG
30 day,6453,6459,DATE
TENANT,6518,6524,ORG
TENANTS,6661,6668,ORG
TENANTS,6722,6729,ORG
LANDLORD,6754,6762,ORG
TENANT,6771,6777,ORG
TENANT,6847,6853,ORG
LANDLORD,6909,6917,ORG
TENANT,6958,6964,ORG
LANDLORD,7037,7045,ORG
this day,7049,7057,DATE
month,7259,7264,DATE
first,7274,7279,ORDINAL
'M.Santosh

LANDLORD',7354,7373,PERSON
'B.Jeyanth

TENANT',7378,7395,PERSON
