entity,start_char,end_char,label
Bangalore,70,79,GPE
SEKHAR,115,121,PERSON
ABOUT 28 YRS,127,139,DATE
NESTER RAGA B-502,181,198,ORG
048,235,238,CARDINAL
BHYRAVA MURTHY MUTNURI & P,304,330,ORG
'NO.17-2-16,',334,345,PRODUCT
RAOAHMUNDRY,381,392,GPE
RAO	533105,428,438,PERSON
'CODINZANT TECHNOLOGIES BVT.LTD BANGALORE

',445,487,ORG
Hereinafter,487,498,PERSON
#,627,628,CARDINAL
monthly,1021,1028,DATE
WITNESSETH AS_FQLLCWS,1143,1164,PERSON
a period of eleven months,1234,1259,DATE
5 %,1285,1288,PERCENT
monthly,1425,1432,DATE
Rs,1441,1443,ORG
5th,1518,1521,ORDINAL
calendar month,1567,1581,DATE
The Owner/Tenant,1993,2009,ORG
the Tenant/Cwner llU0(2,2024,2047,ORG
month,2048,2053,DATE
all reasonable hours,2154,2174,TIME
^as,2485,2488,PERSON
eleven months,2542,2555,DATE
'15,000/-towards',2588,2603,CARDINAL
NESTER RAGA,2656,2667,PERSON
MAHADEVAPURA,2680,2692,ORG
048,2733,2736,CARDINAL
'3BHK

',2752,2758,ORG
'Efan

',2801,2807,PERSON
1,2948,2949,CARDINAL
