words,tags
RENTAL,O
AGREEMENT,O
This,O
Rental,O
Agreement,O
is,O
made,O
and,O
executed,O
at,O
Bangalore,U-LOC
on,O
this,O
the,O
1st,O
May,O
2005,O
by,O
and,O
between,O
:,O
Mrs.,O
S.Sakunthala,U-PER
',',O
Hno,U-PER
:,O
'4E,10',U-MISC
-,O
12,O
-,O
1,O
',',O
REDNAM,B-LOC
ALCAZAR,L-LOC
',',O
Opp,U-LOC
.,O
SBI,B-LOC
Main,L-LOC
',',O
Old,B-LOC
Jail,I-LOC
Road,I-LOC
Jn,L-LOC
',',O
Vishakapatnam,U-LOC
-,O
530020,O
Hereinafter,U-PER
called,O
as,O
the,O
“,O
LESSOR,O
”,O
(,O
which,O
expression,O
shall,O
mean,O
and,O
include,O
wherever,O
the,O
context,O
so,O
requires,O
admits,O
his,O
heirs,O
',',O
executors,O
',',O
representatives,O
and,O
assigns,O
),O
of,O
the,O
ONE,O
PART,O
;,O
And,O
:,O
V.V.Ravi,B-PER
Kian,L-PER
„,O
S,O
/,O
o,O
V.R.G.Sastry,U-LOC
',',O
A.S.Rao,B-LOC
Nagar,L-LOC
',',O
Hyderabad,B-LOC
Andhra,L-LOC
Pradesh.-36,O
Hereinafter,O
called,O
the,O
“,O
LESSEE,O
”,O
(,O
Which,O
expression,O
shall,O
mean,O
and,O
include,O
wherever,O
the,O
context,O
so,O
requires,O
',',O
admits,O
his,O
executors,O
',',O
representatives,O
and,O
assigns,O
),O
of,O
the,O
OTHER,O
PART,O
.,O
WITNESSES,O
AS,O
FOLLOWS,O
:,O
Whereas,O
the,O
Lessor,U-MISC
is,O
the,O
absolute,O
owner,O
of,O
the,O
Fourth,B-ORG
Floor,L-ORG
residential,O
premises,O
bearing,O
No:407A,O
',',O
T.C.Palya,B-LOC
Main,I-LOC
Road,L-LOC
',',O
Ram,U-LOC
murthy,O
nagar,O
',',O
Bangalore-16,U-LOC
',',O
which,O
are,O
morefully,O
described,O
in,O
the,O
Schedule,O
written,O
here,O
under,O
and,O
hereinafter,O
referred,O
to,O
as,O
the,O
“,O
Schedule,O
Property,O
”,O
.,O
Whereas,O
the,O
Lessor,U-ORG
has,O
agreed,O
to,O
grant,O
a,O
lease,O
of,O
the,O
said,O
premises,O
to,O
the,O
Lessee,U-MISC
under,O
the,O
following,O
terms,O
and,O
conditions,O
.,O
DURATION,O
:,O
The,O
duration,O
of,O
the,O
Lease,U-MISC
shall,O
be,O
for,O
a,O
period,O
of,O
11,O
(,O
Eleven,O
),O
months,O
commencing,O
from,O
1st,O
April,O
2010,O
and,O
is,O
subject,O
to,O
renewal,O
thereafter,O
under,O
mutually,O
agreed,O
terms,O
and,O
conditions,O
by,O
the,O
Lessor,B-ORG
and,I-ORG
the,I-ORG
Lessee,L-ORG
with,O
an,O
enhancement,O
of,O
5,O
%,O
in,O
the,O
monthly,O
rent,O
.,O
RENT,O
:,O
The,O
monthly,O
rent,O
payable,O
by,O
the,O
Lessee,U-MISC
to,O
the,O
LESSOR,U-MISC
for,O
the,O
Schedule,B-MISC
Property,L-MISC
shall,O
be,O
Rs,U-MISC
.,O
'9,000/-',O
(,O
Nine,O
thousand,O
and,O
two,O
hundred,O
rupees,O
only,O
),O
.,O
This,O
amount,O
shall,O
be,O
paid,O
every,O
month,O
within,O
tenth,O
day,O
of,O
subsequent,O
month,O
.,O
ELECTRICITY,O
AND,O
WATER,O
CHARGES,O
:,O
The,O
Lessee,O
shall,O
pay,O
the,O
Electricity,O
charges,O
to,O
the,O
concerned,O
department,O
regularly,O
INTERNAL,O
MAINTENANCE,O
:,O
The,O
Lessee,O
shall,O
maintain,O
the,O
Schedule,O
Property,O
in,O
a,O
state,O
of,O
good,O
order,O
and,O
condition,O
and,O
shall,O
not,O
cause,O
any,O
damage,O
or,O
disfigurement,O
to,O
the,O
schedule,O
property,O
there,O
in,O
always,O
expecting,O
fair,O
wear,O
and,O
tear,O
.,O
LIABLE,O
FOR,O
DAMAGES,O
:,O
It,O
is,O
agreed,O
that,O
any,O
damages,O
caused,O
by,O
the,O
Lessee,U-MISC
in,O
the,O
Schedule,B-MISC
Property,L-MISC
shall,O
be,O
made,O
good,O
by,O
the,O
Lessee,U-MISC
promptly,O
.,O
USER,U-ORG
:,O
The,O
Schedule,O
Property,O
shall,O
be,O
used,O
by,O
the,O
Lessee,U-MISC
only,O
for,O
residential,O
purpose,O
and,O
shall,O
not,O
use,O
or,O
permit,O
the,O
same,O
for,O
any,O
business,O
or,O
occupation,O
or,O
any,O
unlawful,O
purpose,O
.,O
DEPOSIT,O
:,O
The,O
Lessee,U-ORG
has,O
paid,O
a,O
sum,O
of,O
Rs,U-MISC
.,O
'80,000/-',O
(,O
Rs,O
.,O
Eighty,O
thousand,O
only,O
),O
by,O
way,O
of,O
cash,O
as,O
Security,B-MISC
Deposit,L-MISC
.,O
The,O
same,O
amount,O
shall,O
be,O
refundable,O
by,O
the,O
Lessor,U-MISC
to,O
the,O
Lessee,U-ORG
without,O
any,O
interest,O
at,O
the,O
time,O
of,O
vacating,O
the,O
Schedule,B-MISC
Premises,L-MISC
.,O
TERMINATION,O
OF,O
LEASE,O
:,O
Either,O
party,O
may,O
give,O
one,O
month,O
notice,O
in,O
writing,O
to,O
terminate,O
this,O
Lease,U-MISC
agreement,O
.,O
Notwithstanding,O
what,O
is,O
stated,O
above,O
',',O
the,O
agreement,O
shall,O
be,O
revoked,O
by,O
the,O
Lessor,U-ORG
',',O
if,O
the,O
Lessee,U-MISC
is,O
in,O
default,O
in,O
the,O
payment,O
of,O
the,O
rent,O
and/or,O
other,O
charges,O
three,O
months,O
after,O
the,O
same,O
have,O
fallen,O
due,O
or,O
if,O
the,O
Lessee,U-MISC
commits,O
breach,O
of,O
any,O
terms,O
and,O
conditions,O
of,O
this,O
agreement,O
.,O
SCHEDULE,O
PROPERTY,O
Fourth,O
Floor,O
of,O
the,O
residential,O
premises,O
situated,O
at,O
HNO:407,B-LOC
A,L-LOC
',',O
T.C.,B-LOC
Palya,I-LOC
Main,I-LOC
Road,L-LOC
',',O
Ram,U-LOC
murthy,O
nagar,O
',',O
Bangalore-560037,U-LOC
',',O
Consisting,O
of,O
three,O
Bedrooms,O
',',O
hall,O
',',O
kitchen,O
',',O
two,O
attached,O
Toilet,O
and,O
Bathrooms,O
.,O
Fittings,O
and,O
Fixtures,O
:,O
In,O
WITNESS,O
WHEREOF,O
the,O
parties,O
have,O
executed,O
this,O
agreement,O
in,O
the,O
presence,O
of,O
the,O
following,O
witnesses,O
on,O
the,O
day,O
',',O
month,O
and,O
year,O
as,O
first,O
above,O
mentioned,O
.,O
WITNESSES,O
:,O
1,O
.,O
2,O
.,O
