words,tags
RENTAL,O
AGREEMENT,O
This,O
rental,O
agreement,O
is,O
made,O
and,O
executed,O
on,O
this,O
on,O
the,O
27th,O
day,O
January,O
2010,O
by,O
and,O
between,O
:,O
SRI.N.VIJAY,B-PER
KUMAR,L-PER
',',O
Aged,O
about,O
51,O
years,O
',',O
No,O
.9.18th,O
'Main,5th',B-LOC
Cross,L-LOC
',',O
BTM,B-MISC
1st,I-MISC
Stage,L-MISC
',',O
Thavarekere,U-LOC
post,O
',',O
Banaglore-566029,U-LOC
.,O
Hereinafter,O
called,O
the,O
'''',O
LESSO,O
R,O
/,O
O,O
W,O
N,O
E,O
R,O
'''',O
of,O
the,O
one,O
part,O
',',O
and,O
SHRI.DURGA,O
SHANKAR,B-ORG
GUPTA,L-ORG
',',O
working,O
at,O
TVS,O
COMPNAY,O
LIMITED,O
Permanent,O
Address,O
:,O
P.B,B-LOC
NO,I-LOC
'4,HARITA',L-LOC
',',O
HOSUR-635,O
109,O
',',O
3/230,O
',',O
vidhichanda,O
TAMIL,B-LOC
NADU,L-LOC
',',O
INDIA,U-LOC
.,O
Auraiya,B-LOC
uttar,I-LOC
Pradesh,L-LOC
Pin-206122,O
Hereinafter,O
called,O
the,O
'''',O
LESSE,O
E,O
/,O
T,O
E,O
N,O
A,O
N,O
T,O
'''',O
of,O
the,O
other,O
part,O
.,O
Whereas,O
the,O
terms,O
the,O
lessor,O
and,O
lessee,O
shall,O
mean,O
and,O
include,O
their,O
respective,O
heirs,O
',',O
legal,O
representatives,O
and,O
assigns,O
.,O
Whereas,O
the,O
lessor,O
in,O
the,O
sole,O
and,O
absolute,O
owner,O
of,O
the,O
schedule,O
property,O
described,O
hereunder,O
and,O
whereas,O
the,O
lessor,O
is,O
intend,O
to,O
let,O
out,O
the,O
said,O
house,O
to,O
the,O
lessee,O
on,O
the,O
rental,O
basis,O
for,O
a,O
monthly,O
rent,O
of,O
Rs,U-MISC
9,O
500/-,O
(,O
Rupees,O
nine,O
thousand,O
five,O
hundred,O
only,O
),O
And,O
whereas,O
lessee,O
is,O
willing,O
to,O
take,O
the,O
below,O
house,O
and,O
agreeing,O
to,O
pay,O
the,O
rent,O
to,O
the,O
lessor,O
regularly,O
.if,O
the,O
tenant,O
vacate,O
with,O
in,O
11,O
month,O
he,O
has,O
to,O
pay,O
one,O
month,O
rent,O
to,O
owner,O
.,O
This,O
lease,O
executed,O
for,O
the,O
period,O
of,O
11,O
month,O
from,O
the,O
date,O
of,O
but,O
it,O
may,O
extended,O
by,O
mutual,O
consent,O
of,O
the,O
of,O
the,O
lessor,O
and,O
lessee,O
.The,O
rent,O
will,O
be,O
enhanced,O
by,O
5,O
%,O
once,O
in,O
11,O
month,O
on,O
the,O
existing,O
rent,O
.,O
Whereas,O
the,O
lessee,O
has,O
to,O
paid,O
a,O
sum,O
of,O
Rs,U-MISC
.,O
Advance,O
to,O
the,O
lessor,O
before,O
the,O
following,O
witness,O
and,O
acknowledge,O
the,O
receipt,O
of,O
the,O
same,O
',',O
this,O
amount,O
will,O
be,O
refunded,O
to,O
the,O
lessee,O
by,O
the,O
lessor,O
at,O
the,O
time,O
of,O
vacating,O
the,O
house,O
and,O
this,O
amount,O
will,O
not,O
carry,O
any,O
interest,O
.,O
Whereas,O
the,O
lessee,O
shall,O
not,O
sub,O
-,O
let,O
/,O
under,O
-let,O
the,O
said,O
house,O
to,O
any,O
person,O
without,O
written,O
permission,O
from,O
the,O
lessor,O
.on,O
case,O
the,O
lessee,O
does,O
not,O
pay,O
the,O
said,O
rent,O
to,O
the,O
lessor,O
continuously,O
three,O
months,O
the,O
lessor,O
is,O
at,O
liberty,O
to,O
evict,O
the,O
lessee,O
from,O
the,O
premise,O
.,O
Whereas,O
the,O
lessee,O
hereby,O
agree,O
to,O
pay,O
the,O
electricity,O
charges,O
separate,O
to,O
the,O
concerned,O
authority,O
without,O
arrears,O
at,O
the,O
time,O
of,O
vacating,O
the,O
premises,O
the,O
same,O
will,O
be,O
deducted,O
from,O
the,O
advance,O
amount,O
.,O
Whereas,O
the,O
lessee,O
hereby,O
agreed,O
to,O
pay,O
the,O
said,O
rent,O
to,O
lessor,O
on,O
or,O
before,O
5th,O
of,O
every,O
English,U-MISC
calendar,O
month,O
.,O
Whereas,O
either,O
party,O
should,O
give,O
1,O
month,O
prior,O
notice,O
for,O
termination,O
of,O
this,O
lease,O
.,O
Whereas,O
the,O
lessee,O
shall,O
use,O
the,O
schedule,O
house,O
for,O
residential,O
purpose,O
only,O
.,O
Not,O
for,O
any,O
purpose,O
.,O
Whereas,O
the,O
lessee,O
hereby,O
agreed,O
to,O
keep,O
the,O
premises,O
/,O
fittings,O
in,O
good,O
and,O
tenantable,O
condition,O
without,O
damages,O
',',O
if,O
any,O
damages,O
caused,O
by,O
lessee,O
',',O
the,O
same,O
will,O
replaced,O
by,O
the,O
lessee,O
or,O
the,O
the,O
said,O
amount,O
will,O
be,O
deducted,O
from,O
the,O
advance,O
.,O
Whereas,O
the,O
lessee,O
shall,O
not,O
make,O
any,O
additional,O
alteration,O
to,O
the,O
schedule,O
premises,O
.,O
Whereas,O
the,O
lessee,O
shall,O
not,O
allow,O
the,O
lessor,O
or,O
his,O
legal,O
representative,O
in,O
the,O
schedule,O
premises,O
under,O
the,O
lease,O
for,O
inspection,O
schedule,O
premises,O
at,O
all,O
reasonable,O
times,O
.,O
Whereas,O
as,O
the,O
lessee,O
shall,O
not,O
store,O
and,O
keep,O
any,O
highly,O
inflammable,O
explosive,O
materials,O
endangering,O
life,O
and,O
property,O
in,O
the,O
schedule,O
property,O
and,O
neighbourhood,O
.,O
Whereas,O
at,O
the,O
time,O
of,O
the,O
vacating,O
the,O
leased,O
portion,O
of,O
the,O
lessee,O
shall,O
not,O
ask,O
or,O
demand,O
any,O
compensation,O
from,O
the,O
lessor,O
at,O
any,O
cost,O
and,O
shall,O
hand,O
over,O
the,O
vacant,O
possession,O
of,O
the,O
house,O
to,O
the,O
lessor,O
party,O
only,O
.,O
Whereas,O
the,O
lessee,O
hereby,O
agreed,O
to,O
re,O
-,O
paint,O
the,O
schedule,O
premises,O
at,O
the,O
time,O
of,O
vacating,O
',',O
if,O
fails,O
to,O
do,O
so,O
',',O
paint,O
charges,O
will,O
be,O
deducted,O
by,O
the,O
lessor,O
from,O
the,O
advance,O
amount,O
.,O
All,O
the,O
piece,O
and,O
parcels,O
of,O
the,O
property,O
bearing,O
ground,O
floor,O
',',O
premises,O
situated,O
at,O
No.9,O
18th,O
Main,O
',',O
5th,B-LOC
Cross,L-LOC
',',O
BTM,U-LOC
1st,O
Stage,O
',',O
Thavaerekere,U-LOC
post,O
',',O
Bangalore-,U-LOC
560029,O
.,O
Consisting,O
of,O
:,O
one,O
hall,O
',',O
kitchen,O
one,O
bedroom,O
',',O
Fittings,O
:,O
IN,O
WITNESS,O
WHEREOF,O
the,O
above,O
named,O
parties,O
lessor,O
and,O
lessee,O
have,O
Affixed,O
their,O
signature,O
to,O
this,O
rental,O
agreement,O
made,O
on,O
the,O
day,O
',',O
month,O
and,O
year,O
first,O
written,O
at,O
Bangalore,U-LOC
.,O
WITNESSES,O
:,O
1,O
.,O
LESSOR,B-PER
LESSEE,L-PER
