words,tags
RENTAL,O
AGREEMENT,O
THIS,O
DEED,O
OF,O
RENTAL,O
AGREEMENT,O
made,O
and,O
executed,O
at,O
Chennai,U-LOC
on,O
this,O
28th,O
day,O
of,O
March,O
',',O
2012,O
Between,O
:,O
Mr,O
.,O
AR,U-PER
.,O
SUBBIAH,U-PER
',',O
aged,O
about,O
49,O
years,O
',',O
Son,O
of,O
Mr,O
.,O
Arumugam,U-PER
',',O
residing,O
at,O
No.37,O
',',O
Anandaraja,B-PER
Nagar,L-PER
',',O
S.Kodikulam,U-PER
',',O
K.Pudur,B-LOC
Post,L-LOC
',',O
Madurai,U-LOC
-,O
625,O
007,O
hereinafter,O
called,O
the,O
“,O
Owner,O
”,O
of,O
the,O
FIRST,O
PART,O
;,O
AND,O
Mr,O
.,O
P.,B-PER
SOCRATES,L-PER
',',O
aged,O
about,O
36,O
years,O
',',O
Son,O
of,O
Mr,O
.,O
E.P.,B-PER
Palaniappan,L-PER
',',O
Manager,O
-,O
Finance,B-ORG
Unipres,I-ORG
India,I-ORG
Pvt,L-ORG
.,O
Ltd.,U-ORG
',',O
Oragadam,U-ORG
',',O
Chennai,U-ORG
hereinafter,O
referred,O
to,O
as,O
the,O
“,O
Tenant,O
”,O
of,O
the,O
SECOND,O
PART,O
;,O
(,O
The,O
terms,O
“,O
OWNER,O
”,O
and,O
“,O
TENANT,O
”,O
wherever,O
the,O
context,O
to,O
admits,O
would,O
mean,O
and,O
include,O
their,O
respective,O
heirs,O
',',O
executors,O
',',O
legal,O
representatives,O
',',O
-2-,O
administrators,O
and,O
assigns,O
),O
WITNESSETH,O
AS,O
FOLLOWS,O
.,O
WHEREAS,O
the,O
above,O
said,O
Party,B-ORG
of,I-ORG
the,I-ORG
FIRST,I-ORG
PART,I-ORG
HEREIN,L-ORG
is,O
the,O
absolute,O
owner,O
of,O
the,O
property,O
being,O
a,O
Flat,U-LOC
in,O
Second,B-LOC
Floor,L-LOC
',',O
bearing,O
Flat,B-MISC
No,I-MISC
.,L-MISC
SH,U-LOC
',',O
Block,O
2,O
',',O
“,O
Jains,B-LOC
Sudharshana,L-LOC
”,O
',',O
Rajakilpakkam,U-LOC
',',O
Chennai,U-LOC
.,O
Whereas,O
the,O
TENANT,U-MISC
herein,O
has,O
requested,O
the,O
OWNER,U-ORG
to,O
let,O
out,O
the,O
above,O
said,O
Premises,U-MISC
(,O
Flat,U-LOC
),O
for,O
a,O
monthly,O
Tenancy,U-MISC
commences,O
from,O
and,O
on,O
this,O
day,O
(,O
i.e.,O
',',O
28.03.2012,O
),O
and,O
it,O
will,O
be,O
for,O
the,O
period,O
ending,O
31st,O
December,O
2012,O
to,O
be,O
occupied,O
for,O
Residential,O
purpose,O
and,O
the,O
OWNER,U-ORG
has,O
also,O
agreed,O
to,O
let,O
out,O
the,O
said,O
premises,O
till,O
31st,O
December,O
2012,O
.,O
NOW,O
THIS,O
RENTAL,O
AGREEMENT,O
WITNESSETH,O
AS,O
FOLLOWS,O
:,O
The,O
Rent,O
for,O
the,O
said,O
premises,O
(,O
Flat,O
),O
is,O
Rs,O
.,O
'12,000/-',O
(,O
Rupees,O
Twelve,O
Thousand,O
only,O
),O
per,O
month,O
.,O
The,O
Tenant,O
has,O
to,O
pay,O
a,O
sum,O
of,O
Rs,U-MISC
.,O
'2,500/-',O
(,O
Rupees,O
Two,O
Thousand,O
Five,O
Hundred,O
only,O
),O
per,O
month,O
towards,O
necessary,O
maintenance,O
charges,O
separately,O
to,O
the,O
Flat,U-ORG
association,O
and,O
the,O
electricity,O
consumption,O
charges,O
as,O
per,O
the,O
meter,O
reading,O
',',O
provided,O
to,O
him,O
directly,O
to,O
the,O
electricity,O
board,O
or,O
as,O
per,O
the,O
owner,O
’s,O
instruction,O
.,O
The,O
TENANT,U-ORG
shall,O
pay,O
the,O
rent,O
of,O
every,O
month,O
regularly,O
by,O
Cash,O
punctually,O
to,O
the,O
OWNER,U-ORG
on,O
or,O
before,O
5th,O
day,O
of,O
every,O
succeeding,O
English,B-MISC
Calendar,I-MISC
Month,L-MISC
.,O
The,O
tenant,O
has,O
paid,O
to,O
the,O
owner,O
a,O
sum,O
of,O
Rs,U-MISC
.,O
'1,00,000/-',O
(,O
Rupees,O
One,O
Lakh,U-MISC
only,O
),O
',',O
by,O
way,O
of,O
Cheque,O
bearing,O
No,O
.,O
290173,O
',',O
drawn,O
on,O
HDFC,B-ORG
Bank,L-ORG
',',O
Trichy,B-ORG
Branch,L-ORG
',',O
as,O
advance,O
/,O
security,O
deposit,O
towards,O
the,O
said,O
Premises,O
(,O
Flat,U-ORG
),O
rented,O
out,O
to,O
him,O
',',O
the,O
receipt,O
of,O
which,O
sum,O
the,O
owner,O
doth,O
hereby,O
admits,O
and,O
acknowledge,O
the,O
same,O
and,O
the,O
said,O
advance,O
sum,O
of,O
Rs,U-MISC
.,O
'1,00,000/-',O
shall,O
not,O
carry,O
any,O
interest,O
and,O
the,O
said,O
amount,O
will,O
be,O
refundable,O
to,O
the,O
TENANT,U-ORG
at,O
the,O
time,O
of,O
vacating,O
and,O
delivering,O
vacant,O
possession,O
of,O
the,O
Premises,U-MISC
rented,O
out,O
to,O
him,O
.,O
If,O
the,O
TENANT,U-PER
commits,O
any,O
damage,O
to,O
the,O
premises,O
rented,O
out,O
to,O
him,O
than,O
the,O
damages,O
are,O
to,O
be,O
ascertained,O
at,O
the,O
time,O
of,O
handing,O
over,O
possession,O
and,O
shall,O
be,O
deducted,O
from,O
and,O
out,O
of,O
the,O
said,O
security,O
deposit,O
and,O
the,O
balance,O
amount,O
shall,O
be,O
paid,O
to,O
the,O
TENANT,U-ORG
.,O
-3,O
The,O
TENANT,U-PER
has,O
to,O
keep,O
the,O
premises,O
(,O
Flat,U-MISC
),O
rented,O
out,O
to,O
him,O
in,O
good,O
and,O
tenantable,O
condition,O
.,O
The,O
TENANT,U-ORG
shall,O
not,O
sub,O
-,O
let,O
or,O
in,O
any,O
other,O
way,O
apart,O
with,O
the,O
possession,O
of,O
the,O
said,O
Flat,U-MISC
premises,O
to,O
any,O
other,O
Party,O
/,O
ies,O
.,O
The,O
TENANT,U-ORG
shall,O
not,O
carryout,O
any,O
structural,O
changes,O
or,O
any,O
additions,O
or,O
alterations,O
to,O
the,O
Flat,B-MISC
Premises,L-MISC
and,O
electrical,O
fittings,O
without,O
the,O
prior,O
approval,O
of,O
the,O
OWNER,U-ORG
.,O
A,O
notice,O
of,O
THREE,O
MONTHS,O
on,O
either,O
side,O
has,O
to,O
be,O
given,O
for,O
vacation,O
of,O
the,O
said,O
premises,O
',',O
to,O
vacate,O
before,O
the,O
expiry,O
of,O
this,O
agreement,O
.,O
On,O
expiry,O
of,O
the,O
said,O
period,O
(,O
till,O
31.12.2012,O
),O
the,O
tenancy,O
may,O
be,O
renewed,O
for,O
a,O
further,O
period,O
by,O
mutual,O
agreement,O
between,O
the,O
parties,O
hereto,O
on,O
such,O
terms,O
and,O
conditions,O
as,O
are,O
agreed,O
upon,O
between,O
them,O
at,O
that,O
time,O
.,O
The,O
original,O
agreement,O
document,O
duly,O
signed,O
is,O
retained,O
by,O
1st,B-ORG
Party,L-ORG
and,O
the,O
Xerox,U-ORG
copy,O
of,O
this,O
document,O
is,O
with,O
the,O
2nd,O
party,O
.,O
SCHEDULE,B-ORG
Premises,L-ORG
being,O
a,O
Flat,U-LOC
in,O
Second,B-LOC
Floor,L-LOC
',',O
bearing,O
Flat,O
No,O
.,O
SH,U-LOC
',',O
Block,O
-2,O
',',O
“,O
Jains,B-LOC
Sudharshana,L-LOC
”,O
',',O
Rajakilpakkam,U-LOC
',',O
Chennai,U-LOC
with,O
necessary,O
fixtures,O
&,O
fittings,O
',',O
electrical,O
connection,O
and,O
other,O
amenities,O
lying,O
thereon,O
.,O
IN,O
WITNESS,O
WHEREOF,O
THE,O
PARTIES,O
HEREIN,U-PER
HAVE,O
SET,O
THEIR,O
HANDS,O
AND,O
AFFIXED,O
THEIR,O
RESPECTIVE,O
SIGNATURES,O
TO,O
THIS,O
DEED,O
ON,O
THE,O
DAY,O
',',O
MONTH,O
AND,O
YEAR,O
FIRST,O
ABOVE,O
WRITTEN,O
IN,O
THE,O
PRESENCE,O
OF,O
WITNESSETH,O
BELOW,O
.,O
Witnesses,O
:,O
1,O
),O
