words,tags
AGREEMENT,O
This,O
Agreement,O
is,O
entered,O
into,O
Date-7/2/08,U-MISC
',',O
between,O
Procall,B-ORG
Private,I-ORG
Limited,L-ORG
having,O
its,O
Corporate,B-ORG
Office,L-ORG
at,O
Procall,B-ORG
Private,I-ORG
Limited,L-ORG
#,O
F-6,U-MISC
.,O
First,O
floor,O
.,O
Triveni,B-ORG
Commercial,I-ORG
Complex,L-ORG
.,O
Shiekh,B-ORG
Sarai,L-ORG
Phase-1,O
.,O
New,B-MISC
Delhi-1100,L-MISC
17,O
hereinafter,O
referred,O
to,O
as,O
",O
Procall,U-MISC
",O
(,O
which,O
expression,O
shall,O
unless,O
repugnant,O
to,O
the,O
context,O
or,O
meaning,O
thereof,O
includes,O
its,O
successors,O
',',O
associates,O
',',O
business,O
affiliates,O
',',O
subsidiaries,O
and,O
assigns,O
),O
of,O
the,O
one,O
part,O
and,O
Address,O
of,O
the,O
Party,B-ORG
M,L-ORG
/,O
s,O
Telelogic,B-ORG
India,I-ORG
Pvt,L-ORG
.,O
Ltd.,U-ORG
#,O
72,O
Salarpuria,U-LOC
pearl,O
civil,O
station,O
.,O
Residency,O
road,O
.,O
Bangalore,U-LOC
560025hereinafter,O
referred,O
to,O
as,O
",O
User,U-MISC
",O
(,O
which,O
expression,O
shall,O
unless,O
repugnant,O
to,O
the,O
context,O
or,O
meaning,O
thereof,O
includes,O
its,O
heirs,O
',',O
legal,O
representatives,O
',',O
successors,O
and,O
assigns,O
),O
of,O
the,O
other,O
part,O
and,O
Whereas,O
the,O
User,U-MISC
has,O
approached,O
Procall,U-ORG
for,O
Renting,B-ORG
Trunking,I-ORG
Radio,I-ORG
Services,L-ORG
under,O
the,O
terms,O
and,O
conditions,O
contemplated,O
by,O
this,O
Agreement,U-MISC
.,O
NOW,O
THEREFORE,O
THE,O
PARTIES,O
HERETO,U-PER
AGREE,O
AS,O
FOLLOWS,O
1,O
.,O
SECURITY,O
DEPOSIT,O
The,O
user,O
agrees,O
to,O
pay,O
an,O
amount,O
of,O
Rs,U-MISC
6000/-,O
as,O
an,O
interest,O
free,O
security,O
deposit,O
in,O
Procall,B-ORG
Pvt,L-ORG
.,O
Ltd.,U-ORG
This,O
will,O
be,O
deposited,O
in,O
the,O
bank,O
by,O
Procall,B-ORG
Pvt,L-ORG
.,O
Ltd.,U-ORG
and,O
shall,O
be,O
returned,O
to,O
the,O
user,O
on,O
the,O
expiry,O
of,O
the,O
rental,O
period,O
after,O
they,O
return,O
the,O
radios,O
',',O
Accessories,O
and,O
any,O
other,O
material,O
belonging,O
to,O
Procall,B-ORG
Pvt,L-ORG
.,O
Ltd,U-ORG
',',O
Which,O
they,O
have,O
taken,O
on,O
rent,O
in,O
good,O
order,O
and,O
condition,O
(,O
To,O
be,O
confirmed,O
by,O
Procall,U-ORG
after,O
inspection,O
at,O
their,O
premises,O
),O
2,O
..,O
RENTAL,O
PERIOD,O
