words,tags
RENTAL,O
AGREEMENT,O
THIS,O
AGREEMENT,O
made,O
this,O
27TH,O
Day,B-MISC
of,I-MISC
MARCH,L-MISC
2016,O
by,O
and,O
betw,O
een,O
RC,O
AND,O
PAUL,B-LOC
PAULINO,L-LOC
',',O
herein,O
called,O
“,O
Landlord,O
',',O
”,O
and,O
herein,O
called,O
",O
Tenant,O
.,O
",O
Landlord,O
hereby,O
agrees,O
to,O
rent,O
the,O
premises,O
located,O
at,O
1441,O
VILA,B-ORG
ST,I-ORG
HONOLULU,L-ORG
.,O
HI,O
96818,O
under,O
the,O
following,O
terms,O
and,O
conditions,O
.,O
AGREEMENT,O
:,O
Tenants,O
agree,O
to,O
rent,O
the,O
premises,O
for,O
a,O
fixed,O
term,O
of,O
month,O
to,O
month,O
',',O
beginning,O
APRIL,O
1,O
.,O
2016,O
and,O
ending,O
on,O
going,O
.,O
Upon,O
expiration,O
',',O
this,O
Agreement,U-MISC
shall,O
become,O
a,O
month,O
-,O
to,O
-,O
month,O
agreement,O
AUTOMATICALLY,O
.,O
UNLESS,O
either,O
Tenants,B-ORG
or,I-ORG
Owners,L-ORG
notify,O
the,O
other,O
party,O
in,O
writing,O
at,O
least,O
30,O
days,O
prior,O
to,O
expiration,O
that,O
they,O
do,O
not,O
wish,O
this,O
Agreement,U-MISC
to,O
continue,O
on,O
any,O
basis,O
.,O
RENT,O
:,O
Tenant,O
agrees,O
to,O
pay,O
Landlord,O
as,O
base,O
rent,O
the,O
sum,O
of,O
S800,O
per,O
month,O
',',O
due,O
and,O
payable,O
monthly,O
in,O
advance,O
on,O
the,O
1st,O
day,O
of,O
each,O
month,O
during,O
the,O
term,O
of,O
this,O
agreement,O
.,O
The,O
first,O
month,O
'''s',O
rent,O
is,O
required,O
to,O
be,O
submitted,O
on,O
or,O
before,O
move,O
-,O
in,O
.,O
FORM,O
OF,O
PAYMENT,O
:,O
Tenants,O
agree,O
to,O
pay,O
their,O
rent,O
in,O
the,O
form,O
of,O
a,O
personal,O
check,O
OR,O
cash,O
made,O
out,O
to,O
ARSENLA,B-ORG
PAULINO,L-ORG
.,O
RENT,O
PAYMENT,O
PROCEDURE,O
:,O
Tenants,O
agree,O
to,O
pay,O
their,O
rent,O
in,O
person,O
at,O
the,O
same,O
address,O
.,O
RENT,O
DUE,O
DATE,O
:,O
Tenant,O
hereby,O
acknowledges,O
that,O
late,O
payment,O
will,O
cause,O
Landlord,U-ORG
to,O
incur,O
costs,O
not,O
contemplated,O
by,O
this,O
Rental,B-MISC
Agreement,L-MISC
.,O
We,O
allow,O
7,O
days,O
grace,O
period,O
.,O
In,O
the,O
event,O
rent,O
is,O
not,O
received,O
prior,O
to,O
the,O
8th,O
of,O
the,O
month,O
.,O
Tenant,O
agrees,O
to,O
pay,O
a,O
$,O
25,O
late,O
fee,O
.,O
plus,O
an,O
additional,O
$,O
5,O
per,O
day,O
for,O
every,O
day,O
thereafter,O
until,O
the,O
rent,O
is,O
paid,O
.,O
Neither,O
ill,O
health,O
',',O
loss,O
of,O
job,O
.,O
financial,O
emergency,O
or,O
other,O
excuses,O
will,O
be,O
accepted,O
for,O
late,O
payment,O
.,O
BAD,O
-,O
CHECK,O
SERVICING,O
CHARGE,O
:,O
In,O
the,O
event,O
Tenant,O
’s,O
check,O
is,O
dishonored,O
and,O
returned,O
unpaid,O
for,O
any,O
reason,O
to,O
Landlord,U-ORG
.,O
Tenant,O
agrees,O
to,O
pay,O
a,O
returned,O
check,O
charge,O
of,O
$,O
25,O
AND,O
accept,O
whatever,O
consequences,O
there,O
might,O
be,O
in,O
making,O
a,O
late,O
payment,O
.,O
If,O
for,O
any,O
reason,O
a,O
check,O
is,O
returned,O
or,O
dishonored,O
',',O
all,O
future,O
rent,O
payments,O
will,O
be,O
cash,O
or,O
money,O
order,O
.,O
SECURITY,O
DEPOSIT,O
:,O
Tenants,O
hereby,O
agree,O
to,O
pay,O
a,O
security,O
deposit,O
of,O
$,O
500,O
to,O
be,O
refunded,O
upon,O
vacating,O
',',O
returning,O
the,O
keys,O
to,O
the,O
Landlord,U-ORG
and,O
termination,O
of,O
this,O
contract,O
according,O
to,O
other,O
terms,O
herein,O
agreed,O
.,O
This,O
deposit,O
will,O
be,O
held,O
to,O
cover,O
any,O
possible,O
damage,O
to,O
the,O
property,O
.,O
No,O
interest,O
will,O
be,O
paid,O
on,O
this,O
money,O
and,O
in,O
no,O
case,O
will,O
it,O
be,O
applied,O
to,O
back,O
or,O
future,O
rent,O
.,O
It,O
will,O
be,O
held,O
intact,O
by,O
Landlord,O
until,O
at,O
least,O
thirty,O
(,O
30,O
),O
working,O
days,O
after,O
Tenants,O
have,O
vacated,O
the,O
property,O
.,O
At,O
that,O
time,O
Landlord,U-ORG
will,O
inspect,O
the,O
premises,O
thoroughly,O
and,O
assess,O
any,O
damages,O
and/or,O
needed,O
repairs,O
.,O
This,O
deposit,O
money,O
minus,O
any,O
necessary,O
charges,O
for,O
missing,O
/,O
dead,O
light,O
bulbs,O
',',O
repairs,O
',',O
cleaning,O
',',O
etc,O
.,O
',',O
will,O
then,O
be,O
returned,O
to,O
Tenant,U-ORG
with,O
a,O
written,O
explanation,O
of,O
deductions,O
',',O
within,O
30,O
days,O
after,O
they,O
have,O
vacated,O
the,O
property,O
.,O
CHANGES,O
IN,O
TERMS,O
OF,O
TENANCY,O
:,O
Owners,O
shall,O
advise,O
Tenants,O
of,O
any,O
changes,O
in,O
terms,O
of,O
tenancy,O
with,O
advance,O
notice,O
of,O
at,O
least,O
thirty,O
(,O
30,O
),O
days,O
.,O
Changes,O
may,O
include,O
notices,O
of,O
termination,O
',',O
rent,O
adjustments,O
',',O
or,O
other,O
reasonable,O
changes,O
in,O
the,O
terms,O
of,O
this,O
Agreement,U-MISC
.,O
TENANT,O
COOPERATION,O
:,O
Tenant,O
agrees,O
to,O
cooperate,O
with,O
the,O
Landlord,U-ORG
by,O
showing,O
property,O
to,O
prospective,O
tenants,O
',',O
prior,O
to,O
termination,O
of,O
occupancy,O
.,O
TENANT,U-MISC
INSURANCE,O
:,O
Landlord,O
will,O
not,O
be,O
liable,O
for,O
any,O
loss,O
of,O
Tenant,B-ORG
’s,L-ORG
property,O
.,O
Tenant,U-ORG
hereby,O
acknowledges,O
this,O
and,O
agrees,O
to,O
make,O
no,O
such,O
claims,O
for,O
any,O
losses,O
or,O
damages,O
against,O
Landlord,U-ORG
.,O
Tenants,O
agree,O
to,O
purchase,O
insurance,O
-,O
at,O
their,O
own,O
expense,O
-,O
sufficient,O
to,O
protect,O
themselves,O
and,O
their,O
property,O
from,O
fire,O
',',O
theft,O
',',O
burglary,O
',',O
breakage,O
',',O
electrical,O
connections,O
.,O
They,O
acknowledge,O
that,O
if,O
they,O
fail,O
to,O
procure,O
such,O
insurance,O
',',O
it,O
is,O
their,O
responsibility,O
and,O
they,O
alone,O
shall,O
bear,O
the,O
consequences,O
.,O
ABANDONMENT,O
:,O
If,O
Tenants,O
leave,O
the,O
premises,O
unoccupied,O
for,O
15,O
days,O
without,O
paying,O
rent,O
in,O
advance,O
for,O
that,O
month,O
',',O
or,O
while,O
owing,O
any,O
back,O
rent,O
from,O
previous,O
months,O
',',O
which,O
has,O
remained,O
unpaid,O
',',O
the,O
Landlord,U-ORG
have,O
the,O
right,O
to,O
take,O
immediate,O
possession,O
of,O
the,O
property,O
and,O
to,O
bar,O
the,O
Resident,O
from,O
returning,O
.,O
Landlord,O
will,O
also,O
have,O
the,O
right,O
to,O
remove,O
any,O
property,O
that,O
the,O
Residents,O
have,O
left,O
behind,O
and,O
store,O
it,O
at,O
the,O
Tenant,B-ORG
’s,L-ORG
expense,O
.,O
OCCUPANTS,O
:,O
The,O
number,O
of,O
occupants,O
is,O
limited,O
to,O
two,O
primary,O
tenants,O
.,O
Only,O
the,O
Tenants,U-ORG
may,O
live,O
in,O
this,O
residence,O
.,O
LOCK,O
POLICY,O
:,O
No,O
additional,O
locks,O
will,O
be,O
installed,O
on,O
any,O
door,O
without,O
the,O
written,O
permission,O
of,O
Landlord,O
.,O
Landlord,O
will,O
be,O
given,O
duplicate,O
keys,O
for,O
all,O
locks,O
installed,O
at,O
tenants,O
expense,O
',',O
before,O
they,O
are,O
installed,O
.,O
CONDITION,O
OF,O
PREMISES,O
:,O
The,O
Tenants,O
hereby,O
acknowledge,O
that,O
the,O
said,O
property,O
is,O
in,O
good,O
condition,O
.,O
If,O
there,O
is,O
anything,O
about,O
the,O
condition,O
of,O
the,O
property,O
that,O
is,O
not,O
good,O
',',O
they,O
agree,O
to,O
report,O
it,O
to,O
the,O
Landlord,U-ORG
within,O
3,O
days,O
of,O
taking,O
possession,O
of,O
the,O
property,O
'''',O
.,O
They,O
agree,O
that,O
failure,O
to,O
file,O
any,O
written,O
notice,O
of,O
defects,O
will,O
be,O
legally,O
binding,O
proof,O
that,O
the,O
property,O
is,O
in,O
good,O
condition,O
at,O
the,O
time,O
of,O
occupancy,O
.,O
TENANT,O
RESPONSIBILITY,O
:,O
Good,O
housekeeping,O
is,O
expected,O
of,O
everyone,O
.,O
Tenant,O
agrees,O
to,O
keep,O
quarters,O
clean,O
and,O
in,O
a,O
sanitary,O
condition,O
.,O
The,O
Tenants,O
agree,O
not,O
to,O
permit,O
any,O
deterioration,O
or,O
destruction,O
to,O
occur,O
while,O
they,O
are,O
occupying,O
the,O
property,O
.,O
ALTERATIONS,O
:,O
Tenant,O
shall,O
make,O
no,O
alterations,O
',',O
decorations,O
',',O
additions,O
',',O
or,O
improvements,O
in,O
or,O
to,O
the,O
premises,O
without,O
Landlords,U-ORG
prior,O
written,O
consent,O
',',O
and,O
then,O
only,O
by,O
contractors,O
or,O
mechanics,O
',',O
or,O
other,O
approved,O
by,O
Landlord,U-ORG
.,O
All,O
alterations,O
',',O
additions,O
',',O
or,O
improvements,O
upon,O
the,O
premises,O
',',O
made,O
by,O
either,O
party,O
',',O
shall,O
become,O
the,O
property,O
of,O
the,O
Landlord,U-ORG
and,O
shall,O
remain,O
upon,O
',',O
and,O
be,O
surrendered,O
with,O
said,O
premises,O
',',O
as,O
a,O
part,O
thereof,O
',',O
at,O
the,O
end,O
of,O
the,O
term,O
hereof,O
.,O
VEHICLES,O
&,O
GARAGE,O
USE,O
:,O
Vehicle(s,O
),O
are,O
to,O
find,O
street,O
parking,O
.,O
UTILITIES,O
:,O
Landlord,O
shall,O
be,O
responsible,O
for,O
the,O
following,O
utilities,O
and,O
services,O
in,O
connection,O
with,O
the,O
Premises,O
:,O
Electricity,O
-,O
Water,O
Washer,O
/,O
Dryer,O
-,O
Trash,O
/Recycle,O
pick,O
up,O
WiFi,O
/,O
Intemet,O
(,O
PAULINO,O
series,O
PC,O
tych3Fortun@,O
!,O
),O
NOTIFICATION,O
OF,O
SERIOUS,O
BUILDING,O
PROBLEMS,O
:,O
Tenants,O
agree,O
to,O
notify,O
the,O
landlord,O
immediately,O
upon,O
first,O
discovering,O
any,O
signs,O
of,O
serious,O
problems,O
such,O
as,O
foundation,O
cracks,O
',',O
a,O
crack,O
in,O
plaster,O
',',O
buckling,O
drywall,O
or,O
siding,O
',',O
a,O
spongy,O
floor,O
',',O
a,O
leaky,O
water,O
',',O
etc,O
.,O
If,O
the,O
tenants,O
does,O
not,O
notify,O
landlord,O
in,O
a,O
prompt,O
matter,O
the,O
tenant,O
may,O
be,O
held,O
financially,O
responsible,O
.,O
REASONABLE,O
TIME,O
FOR,O
REPAIRS,O
:,O
Upon,O
being,O
notified,O
by,O
Tenants,U-ORG
that,O
there,O
is,O
some,O
building,O
defect,O
in,O
which,O
is,O
hazardous,O
to,O
health,O
',',O
life,O
',',O
or,O
safety,O
',',O
the,O
Landlords,O
shall,O
undertake,O
repairs,O
as,O
soon,O
as,O
possible,O
.,O
Should,O
there,O
be,O
a,O
delay,O
of,O
more,O
than,O
seventy,O
-,O
two,O
(,O
72,O
),O
hours,O
in,O
making,O
repairs,O
',',O
due,O
to,O
difficulty,O
in,O
scheduling,O
the,O
work,O
or,O
obtaining,O
parts,O
or,O
for,O
any,O
other,O
reason,O
beyond,O
the,O
Landlords,U-ORG
control,O
',',O
the,O
Landlords,U-ORG
agree,O
to,O
keep,O
Tenants,O
informed,O
about,O
the,O
progress,O
of,O
work,O
.,O
NON,O
-,O
LIABILITY,O
:,O
The,O
Tenants,O
hereby,O
state,O
that,O
work,O
or,O
repairs,O
that,O
need,O
to,O
be,O
done,O
will,O
be,O
handled,O
by,O
competent,O
professionals,O
',',O
unless,O
Tenants,U-MISC
are,O
qualified,O
and,O
capable,O
of,O
doing,O
the,O
work,O
themselves,O
and,O
doing,O
it,O
properly,O
',',O
in,O
a,O
safe,O
manner,O
that,O
meets,O
all,O
federal,O
',',O
state,O
',',O
and,O
local,O
regulations,O
and,O
have,O
written,O
approval,O
from,O
the,O
landlord,O
.,O
Tenants,O
further,O
state,O
that,O
they,O
will,O
be,O
legally,O
responsible,O
for,O
any,O
mishap,O
they,O
either,O
do,O
themselves,O
or,O
hire,O
others,O
to,O
do,O
.,O
Landlord,O
will,O
be,O
held,O
free,O
from,O
harm,O
.,O
ACCESS,O
TO,O
PREMISES,O
:,O
The,O
landlords,O
reserves,O
the,O
right,O
to,O
enter,O
the,O
residence,O
at,O
reasonable,O
times,O
to,O
inspect,O
',',O
make,O
necessary,O
repairs,O
',',O
supply,O
services,O
',',O
or,O
show,O
it,O
to,O
prospective,O
residents,O
',',O
purchasers,O
',',O
workmen,O
',',O
or,O
contractors,O
.,O
Whenever,O
practicable,O
',',O
a,O
3-day,O
confirmation,O
notice,O
to,O
enter,O
shall,O
be,O
given,O
to,O
all,O
Tenants,O
.,O
SUBLETTING,O
&,O
ASSIGNMENT,O
:,O
Tenants,O
shall,O
not,O
sublet,O
the,O
entire,O
premises,O
or,O
any,O
part,O
of,O
the,O
premises,O
',',O
nor,O
shall,O
they,O
assign,O
this,O
Agreement,U-MISC
to,O
anyone,O
else,O
without,O
first,O
obtaining,O
Landlords,B-ORG
’,L-ORG
written,O
permission,O
.,O
Prospective,O
sub,O
lessees,O
or,O
assignees,O
must,O
submit,O
an,O
application,O
to,O
the,O
Landlord,O
and,O
must,O
agree,O
to,O
credit,O
',',O
background,O
',',O
reference,O
',',O
and,O
employment,O
verification,O
.,O
Permission,O
to,O
sub,O
rent,O
will,O
be,O
determined,O
by,O
the,O
sole,O
discretion,O
