words,tags
RENTAL,O
AGREEMENT,O
This,O
agreement,O
of,O
tenancy,O
is,O
made,O
and,O
exceuted,O
at,O
chennai,O
on,O
this,O
5th,O
day,O
of,O
JUNE,O
2009,O
between,O
B.,B-PER
Boobalan,L-PER
aged,O
about,O
40,O
years,O
',',O
residing,O
at,O
#,O
5/54,O
',',O
Nethaji,B-LOC
Street,L-LOC
',',O
Okkiyam,B-LOC
Pettai,L-LOC
',',O
PTC,B-LOC
Quarters,L-LOC
',',O
Chennai,U-LOC
-,O
600097,O
.,O
Herein,O
after,O
referred,O
to,O
as,O
the,O
",O
OWNER,U-ORG
",O
of,O
one,O
part,O
and,O
Mr.,O
CHEBOLU,B-PER
VSR,I-PER
DIKSHITULU,L-PER
aged,O
about,O
22,O
years,O
residig,O
at,O
#,O
5/54,O
',',O
Nethaji,B-LOC
Street,L-LOC
',',O
Okkiyam,B-LOC
Pettai,L-LOC
',',O
PTC,B-LOC
Quarters,L-LOC
',',O
Chennai,U-LOC
-,O
600097,O
.,O
Herein,O
after,O
referred,O
as,O
the,O
",O
TENANT,U-MISC
",O
in,O
consideration,O
of,O
the,O
rent,O
and,O
condition,O
stated,O
:,O
NOW,O
THIS,O
AGREEMENT,O
WITNESSETH,O
AS,O
FOLLOWS,O
:,O
The,O
tenant,O
shall,O
pay,O
a,O
monthly,O
rent,O
of,O
Rs,O
.,O
6500/-,O
(,O
Rupees,O
Six,O
Thousand,O
and,O
Five,B-MISC
Hundred,I-MISC
Only,L-MISC
),O
from,O
the,O
date,O
of,O
occupation,O
on,O
or,O
before,O
10th,O
of,O
every,O
month,O
.,O
The,O
tenant,O
has,O
deposited,O
the,O
Owner,O
a,O
sum,O
of,O
Rs,U-MISC
.,O
30000,O
(,O
Rupees,O
Thirty,O
Thousands,O
Only,O
),O
as,O
a,O
security,O
deposit,O
.,O
The,O
said,O
sum,O
shall,O
not,O
carry,O
any,O
interest,O
but,O
will,O
be,O
refunded,O
in,O
full,O
to,O
the,O
tenant,O
on,O
the,O
termination,O
of,O
the,O
tenancy,O
and,O
the,O
Owner,U-ORG
has,O
acknowledged,O
the,O
same,O
.,O
The,O
tenancy,O
shall,O
be,O
enforced,O
for,O
a,O
period,O
of,O
11,O
months,O
from,O
this,O
date,O
of,O
agreement,O
and,O
the,O
month,O
of,O
tenancy,O
being,O
the,O
English,U-MISC
calendar,O
month,O
.,O
The,O
Owner,O
shall,O
have,O
the,O
right,O
to,O
terminate,O
the,O
tenancy,O
if,O
the,O
tenant,O
fails,O
to,O
pay,O
the,O
rents,O
regularly,O
for,O
a,O
consecutive,O
period,O
of,O
3,O
months,O
or,O
commits,O
breach,O
of,O
any,O
of,O
the,O
terms,O
herein,O
and,O
take,O
position,O
of,O
the,O
premises,O
.,O
The,O
Owner,O
shall,O
allow,O
the,O
tenant,O
in,O
peaceful,O
possession,O
and,O
enjoyment,O
of,O
the,O
premises,O
during,O
the,O
continuance,O
of,O
the,O
tenancy,O
provided,O
the,O
tenant,O
acts,O
upto,O
the,O
terms,O
of,O
the,O
agreement,O
.,O
The,O
tenancy,O
may,O
be,O
renewed,O
for,O
the,O
periods,O
manually,O
agreed,O
between,O
the,O
parties,O
of,O
the,O
terms,O
and,O
conditions,O
to,O
be,O
specified,O
at,O
the,O
time,O
.,O
It,O
is,O
hereby,O
agreed,O
that,O
minimum,O
one,O
month,O
notice,O
on,O
either,O
side,O
is,O
required,O
for,O
the,O
termination,O
of,O
the,O
tenancy,O
.,O
The,O
tenant,O
shall,O
keep,O
the,O
premises,O
in,O
good,O
condition,O
in,O
good,O
repair,O
and,O
deliver,O
the,O
same,O
to,O
the,O
owner,O
at,O
the,O
expiry,O
of,O
the,O
rental,O
agreement,O
period,O
if,O
any,O
damages,O
made,O
at,O
the,O
premises,O
the,O
tenant,O
shall,O
bear,O
cost,O
of,O
repair,O
.,O
The,O
tenant,O
shall,O
pay,O
electric,O
charges,O
.,O
Water,O
charges,O
will,O
be,O
paid,O
by,O
the,O
owner,O
.,O
IN,O
WITNESS,O
WHERE,O
OF,O
the,O
PARTIES,O
hereto,O
have,O
set,O
their,O
hands,O
and,O
subscribed,O
heir,O
signature,O
on,O
this,O
RENTAL,O
AGREEMENT,O
',',O
the,O
day,O
',',O
month,O
and,O
year,O
first,O
above,O
written,O
in,O
the,O
presence,O
of:-,O
WITNESS,O
:,O
TENANT,O
