words,tags
HOUSE,O
RENTAL,O
AGREEMENT,O
This,O
Rental,O
Agreement,O
or,O
Residential,O
Lease,O
shall,O
evidence,O
the,O
complete,O
terms,O
and,O
conditions,O
under,O
which,O
the,O
parties,O
whose,O
signatures,O
appear,O
below,O
have,O
agreed,O
.,O
Landlord,O
',',O
SUHAIMI,B-ORG
BIN,I-ORG
AG,L-ORG
.,O
AMAN,U-PER
AND,O
NOOR,B-ORG
AZEENAH,I-ORG
BINTI,I-ORG
MICHAEL,L-ORG
',',O
shall,O
be,O
referred,O
to,O
as,O
",O
OWNER,U-ORG
",O
and,O
Tenant(s)/Lessee,U-PER
',',O
MOHD,B-PER
KHAIRUN,I-PER
BIN,I-PER
ZAKARIA,L-PER
shall,O
be,O
referred,O
to,O
as,O
",O
RESIDENT,O
.,O
",O
As,O
consideration,O
for,O
this,O
agreement,O
',',O
OWNER,U-ORG
agrees,O
to,O
re,O
nt,O
/,O
lease,O
to,O
RESIDENT,O
and,O
RESIDENT,O
agrees,O
to,O
rent,O
/,O
lease,O
from,O
OWNER,U-ORG
for,O
use,O
solely,O
as,O
a,O
private,O
residence,O
',',O
the,O
premises,O
located,O
at,O
HOUSE,O
NO,O
.,O
97,O
',',O
JALAN,B-PER
DUGANG,I-PER
TAMBALANG,L-PER
',',O
TUARAN,U-LOC
in,O
the,O
state,O
of,O
SABAH,U-ORG
TERMS,O
:,O
RESIDENT,U-ORG
agrees,O
to,O
pay,O
in,O
advance,O
RM,U-ORG
450,O
per,O
month,O
on,O
the,O
.,O
This,O
agreement,O
shall,O
commence,O
on,O
1st,O
July,O
2014,O
and,O
continue,O
for,O
one,O
(,O
1,O
),O
year,O
as,O
leasehold,O
.,O
Thereafter,O
it,O
shall,O
become,O
a,O
month,O
-,O
to,O
-,O
month,O
tenancy,O
.,O
If,O
RESIDENT,U-ORG
should,O
move,O
from,O
the,O
premises,O
prior,O
to,O
the,O
expiration,O
of,O
this,O
time,O
period,O
',',O
he,O
shall,O
be,O
liable,O
for,O
all,O
rent,O
due,O
until,O
such,O
time,O
that,O
the,O
Residence,O
is,O
occupied,O
by,O
an,O
OWNER,U-ORG
approved,O
paying,O
RESIDENT,U-MISC
and/or,O
expiration,O
of,O
said,O
time,O
period,O
',',O
whichever,O
is,O
shorter,O
.,O
PAYMENTS,O
:,O
Rent,O
and/or,O
other,O
charges,O
are,O
to,O
be,O
paid,O
at,O
such,O
place,O
or,O
method,O
designated,O
by,O
the,O
owner,O
as,O
follows,O
All,O
payments,O
are,O
to,O
