words,tags
Tenancy,O
Agreement,O
Perjanjian,B-ORG
Kontrak,I-ORG
Penyewa,L-ORG
Parties,O
THE,O
AGREEMENT,O
IS,O
MADE,O
IN,O
DUPLICATE,O
BETWEEN,O
NEOH,O
GUATWAH,O
the,O
Landlord,O
(,O
and,O
the,O
assistant,O
CLEMENT,B-ORG
NG,L-ORG
.,O
CONTACT,O
NO,O
0126030570,O
),O
',',O
AND,O
the,O
Tenant(s,O
),O
NOR,O
AID,O
A,O
BINTI,B-ORG
MOHD,I-ORG
AZHARI,L-ORG
OF,O
IC,O
NO,O
820416,O
-,O
015972,O
Premises,O
THE,O
PARTIES,O
AGREE,O
THAT,O
the,O
Landlord,O
will,O
rent,O
to,O
the,O
Tenant,O
and,O
the,O
Tenant,U-ORG
will,O
rent,O
from,O
the,O
Landlord,O
the,O
following,O
residential,O
premises,O
:,O
NO,O
4,O
',',O
JALAN,B-PER
CHENG,I-PER
PERDANA,L-PER
1/3,O
',',O
TAMAN,O
CHENG,O
PERDANA,O
',',O
75250,O
MELAKA,U-MISC
Contract,O
Period,O
:,O
The,O
tenancy,O
is,O
to,O
begin,O
on,O
1st,O
JANUARY,O
2014,O
and,O
is,O
RENEWAL,O
EVERY,O
YEAR,O
.,O
Minimum,O
contract,O
period,O
is,O
1,O
Year,O
.,O
TERMS,O
:,O
The,O
tenant,O
agrees,O
to,O
pay,O
in,O
advance,O
of,O
TWO,O
MONTHS,O
months,O
of,O
RM750,O
per,O
month,O
by,O
25,O
DECEMBER,O
2013,O
This,O
agreement,O
shall,O
commence,O
on,O
1st,O
JANUARY,O
2014,O
If,O
the,O
tenant,O
should,O
move,O
from,O
the,O
premises,O
prior,O
to,O
the,O
expiration,O
of,O
this,O
time,O
period,O
',',O
he,O
shall,O
be,O
liable,O
for,O
all,O
rent,O
due,O
until,O
such,O
time,O
that,O
the,O
tenant,O
is,O
occupied,O
by,O
an,O
OWNER,U-ORG
approved,O
paying,O
tenant,O
and/or,O
expiration,O
of,O
said,O
time,O
period,O
',',O
whichever,O
is,O
shorter,O
.,O
For,O
the,O
TWO,O
MONTHS,O
deposit,O
',',O
1,O
Month,O
will,O
be,O
used,O
for,O
booking,O
and,O
paid,O
for,O
the,O
month,O
of,O
JANUARY,O
2014,O
(,O
1,O
bulan,O
bayar,O
untuk,O
booking,O
pada,O
bulan,O
Januari,U-MISC
2014,O
),O
-,O
1,O
Month,O
will,O
be,O
used,O
for,O
the,O
notice,O
on,O
the,O
last,O
month,O
of,O
stay,O
(,O
1,O
bulcin,O
untuk,O
notis,O
pada,O
bulan,O
terakhir,O
),O
.,O
PAYMENTS,O
:,O
Rent,O
and/or,O
other,O
charges,O
are,O
to,O
be,O
paid,O
Oil,O
every,O
first,O
week,O
of,O
every,O
month,O
.,O
All,O
payments,O
are,O
to,O
be,O
made,O
by,O
cheque,O
or,O
cash,O
or,O
credit,O
to,O
the,O
banking,O
account,O
Pembayaran,U-MISC
sewa,O
mesti,O
dibuat,O
pada,O
minggu,O
pertama,O
setiap,O
bulan,O
.,O
UTILITIES,O
:,O
Tenant,O
agrees,O
to,O
pay,O
all,O
utilities,O
(,O
Water,B-ORG
',',I-ORG
Electricity,L-ORG
',',O
Indah,B-ORG
Water,I-ORG
and,I-ORG
Telephone,I-ORG
Bills,L-ORG
),O
.,O
A,O
deposit,O
of,O
RM300,O
is,O
required,O
for,O
Utilities,O
and,O
will,O
be,O
returned,O
to,O
tenant,O
if,O
all,O
the,O
utility,O
bills,O
are,O
cleared,O
.,O
RENTAL,O
PROPERTY,O
RULES,O
OF,O
CONDUCT,O
This,O
addendum,O
to,O
the,O
rental,O
agreement,O
executed,O
between,O
the,O
parties,O
contains,O
additional,O
rules,O
and,O
regulations,O
intended,O
to,O
help,O
secure,O
the,O
comfort,O
and,O
safety,O
of,O
residents,O
and,O
their,O
neighbours,O
.,O
ALTERATIONS,O
:,O
Tenant,O
shall,O
not,O
make,O
any,O
alterations,O
to,O
the,O
premises,O
',',O
including,O
but,O
not,O
limited,O
to,O
installing,O
aerials,O
',',O
lighting,O
fixtures,O
',',O
washing,O
machines,O
',',O
dryers,O
or,O
other,O
items,O
without,O
first,O
obtaining,O
written,O
permission,O
from,O
Landlord,U-ORG
:,O
provided,O
',',O
however,O
',',O
that,O
notwithstanding,O
such,O
consent,O
',',O
all,O
