words,tags
RENEWAL,O
OF,O
RENTAL,O
AGREEMENT,O
This,O
AGREEMENT,O
of,O
Rent,O
is,O
made,O
in,O
Bangalore,U-LOC
and,O
Executed,O
today,O
the,O
lstth,O
of,O
May,O
2010,O
BY,O
AND,O
BETWEEN,O
1,O
.,O
Mr.,O
Balaji,U-PER
.,O
R,O
Aged,O
about,O
63,O
years,O
',',O
No,O
24,O
2nd,O
Cross,O
',',O
SBM,B-ORG
Colony,I-ORG
Mathikere,L-ORG
-,O
560054,O
Hereinafter,U-ORG
referred,O
and,O
called,O
as,O
the,O
‘,O
Lessor,O
’,O
of,O
the,O
First,O
part,O
of,O
one,O
part,O
:,O
//AND//,U-ORG
1,O
Mr,O
.,O
Kartheek,U-PER
R,O
Aged,O
about,O
31,O
years,O
',',O
No.81,O
',',O
sri,O
manjunatha,O
nilaya,O
',',O
raju,O
colony,O
',',O
yamalur,O
B,O
angalore-560037,O
.,O
Hereinafter,O
referred,O
and,O
called,O
as,O
the,O
‘,B-MISC
Lessees,L-MISC
’,O
of,O
the,O
second,O
part,O
of,O
the,O
another,O
part,O
:,O
NOW,O
THIS,O
AGREEMENT,O
OF,O
RENT,O
WITNESSETH,O
TN,O
AS,O
FOLLOWS,O
:,O
Whereas,O
the,O
first,O
party,O
is,O
the,O
sole,O
and,O
absolute,O
owner,O
of,O
the,O
above,O
cited,O
/,O
scheduled,O
premises,O
is,O
hereby,O
continued,O
to,O
be,O
rented,O
out,O
the,O
same,O
to,O
the,O
second,O
party,O
which,O
terms,O
and,O
conditions,O
is,O
as,O
follows,O
:,O
The,O
lessor,O
have,O
received,O
a,O
security,O
Deposit,O
amount,O
of,O
'Rs.40,000/-',O
(,O
Rupees,O
Fourty,O
Thousand,O
only,O
),O
from,O
the,O
Lessees,U-ORG
and,O
hereby,O
acknowledges,O
the,O
receipt,O
of,O
the,O
same,O
',',O
which,O
carries,O
no,O
interest,O
but,O
to,O
be,O
returned,O
to,O
the,O
lessee,O
at,O
the,O
time,O
of,O
the,O
lessee,O
Vacates,U-MISC
and,O
hands,O
over,O
the,O
position,O
.,O
The,O
Rent,O
is,O
payable,O
by,O
the,O
Lessees,O
to,O
the,O
Lessor,U-MISC
is,O
a,O
sum,O
of,O
Rs.3800/-,O
(,O
Rupees,O
Thirty,O
Eight,O
Thousand,O
Only,O
),O
on,O
or,O
before,O
10th,O
of,O
every,O
English,B-MISC
Calendar,I-MISC
Month,L-MISC
.,O
This,O
agreement,O
is,O
in,O
force,O
for,O
a,O
period,O
of,O
eleven,O
(,O
11,O
),O
months,O
and,O
the,O
same,O
may,O
be,O
renewed,O
by,O
the,O
mutual,O
understanding,O
of,O
both,O
the,O
Lessor,B-ORG
and,I-ORG
the,I-ORG
Lessee,L-ORG
.,O
In,O
case,O
of,O
either,O
party,O
wants,O
back,O
the,O
portion,O
or,O
vacates,O
the,O
portion,O
either,O
must,O
be,O
informed,O
within,O
one,O
month,O
prior,O
notice,O
.,O
',',O
The,O
Electricity,O
and,O
water,O
charged,O
is,O
to,O
be,O
borne,O
by,O
the,O
Lessees,U-MISC
only,O
.,O
The,O
Lessee,U-MISC
should,O
neither,O
sublet,O
nor,O
underlet,O
and,O
shall,O
use,O
the,O
premises,O
only,O
for,O
Residential,O
and,O
for,O
not,O
any,O
business,O
purpose,O
',',O
should,O
maintain,O
clean,O
tidy,O
with,O
no,O
interruption,O
',',O
and,O
shall,O
handover,O
at,O
the,O
time,O
of,O
vacating,O
in,O
tenantable,O
condition,O
.,O
SCHEDULE,O
The,O
Schedule,O
of,O
Residential,O
premises,O
.,O
No.81,O
',',O
sri,O
manjunatha,O
nilaya,O
',',O
raju,O
colony,O
',',O
yamalur,O
Bangalore-560037,U-LOC
',',O
consists,O
of,O
one,O
Hall,U-LOC
',',O
One,B-LOC
Bed,I-LOC
Room,L-LOC
',',O
Kitchen,U-LOC
',',O
Bath,B-LOC
Room,L-LOC
',',O
and,O
Completely,B-LOC
Electrified,L-LOC
with,O
running,O
water,O
facilities,O
and,O
other,O
amenities,O
.,O
In,O
witness,O
whereof,O
both,O
the,O
parties,O
have,O
set,O
their,O
respective,O
hands,O
and,O
affixed,O
their,O
signatures,O
',',O
hereunder,O
the,O
following,O
and,O
presence,O
of,O
the,O
two,O
witnesses,O
today,O
the,O
day,O
month,O
year,O
cited,O
above,O
.,O
WITNESSES,O
:,O
1,O
.,O
LESSOR,U-PER
/,O
OWNER,O
LESSEES,O
/,O
TENANT,O
.,O
