words,tags
RENTAL,O
AGREEMENT,O
This,O
Agreement,O
of,O
Tenancy,O
is,O
made,O
and,O
executed,O
at,O
Bangalore,U-LOC
',',O
on,O
this,O
the,O
1st,O
day,O
of,O
February,O
2008,O
',',O
by,O
and,O
between,O
Mr.,O
T.RADHA,B-PER
KRISHNAN,L-PER
'No-57,1st',O
'floor,’’Hemalaya',O
”,O
',',O
Golf,U-LOC
view,O
layout,O
Murugeshpalya,U-LOC
',',O
Bangalore-17,B-LOC
Hereinafter,L-LOC
referred,O
to,O
as,O
the,O
OWNER,O
of,O
the,O
one,O
part,O
',',O
and,O
Mr,O
.,O
AIilllJIT,B-PER
BHARADWAJ,L-PER
C,O
/,O
oS.R.S.Sharath,U-LOC
',',O
No-401,O
Shri,U-LOC
ram,O
shankari,O
Apt,O
',',O
Banashankari,U-PER
3rd,O
stage,O
',',O
Kathiguppe,U-LOC
',',O
Bangalore-85,U-LOC
Ph-080,O
-,O
26727961,O
Mobile,U-LOC
:,O
9886463146,O
Working,O
for,O
i2,B-LOC
Technologies,I-LOC
India,I-LOC
Pvt,L-LOC
',',O
Ltd.,U-LOC
#,O
132/133,O
',',O
Divya,B-LOC
sree,I-LOC
Technopolis,L-LOC
',',O
Yamalur,U-LOC
post,O
',',O
off,O
airport,O
Road,U-LOC
',',O
Bangalore-37,B-LOC
Hereinafter,L-LOC
referred,O
to,O
as,O
the,O
TENANT,U-MISC
of,O
the,O
Other,B-MISC
Part,L-MISC
.,O
Consideration,O
of,O
the,O
rent,O
hereinafter,O
reserved,O
and,O
the,O
conditions,O
hereinafter,O
stated,O
.,O
NOW,O
THIS,O
AGREEMENT,O
WITNESSETH,O
AS,O
FOLLOWS,O
:,O
The,O
tenant,O
shall,O
pay,O
a,O
monthly,O
rent,O
of,O
'Rs.3,500/-(Rupees',O
Three,B-MISC
Thousand,I-MISC
Five,I-MISC
Hundred,I-MISC
Only,L-MISC
),O
on,O
or,O
before,O
5th,O
of,O
every,O
month,O
.,O
Including,O
Maintenance,O
charges,O
(,O
water,O
&,O
Electricity,O
),O
.,O
The,O
tenant,O
has,O
deposited,O
with,O
owner,O
'Rs.20,000/-',O
(,O
Rupees,O
Twenty,O
Thousand,O
Only,O
),O
by,O
way,O
of,O
Cash,U-ORG
',',O
as,O
advance,O
and,O
security,O
deposit,O
which,O
sum,O
the,O
owner,O
hereby,O
acknowledges,O
.,O
The,O
said,O
sum,O
shall,O
carry,O
no,O
interest,O
but,O
refundable,O
to,O
the,O
tenant,O
on,O
the,O
termination,O
of,O
the,O
tenancy,O
.,O
The,O
tenancy,O
shall,O
be,O
in,O
force,O
for,O
a,O
period,O
of,O
Eleven,B-MISC
Months,L-MISC
commencing,O
from,O
1st,O
day,O
of,O
February,O
2008,O
',',O
and,O
the,O
month,O
of,O
tenancy,O
being,O
the,O
English,U-MISC
calendar,O
month,O
.,O
The,O
owner,O
shall,O
have,O
the,O
right,O
to,O
terminate,O
the,O
tenancy,O
if,O
the,O
tenant,O
fails,O
to,O
pay,O
the,O
rents,O
regularly,O
for,O
a,O
consecutive,O
period,O
of,O
three,O
months,O
commits,O
breach,O
of,O
any,O
of,O
the,O
terms,O
herein,O
and,O
take,O
possession,O
of,O
the,O
residence,O
.,O
The,O
tenant,O
shall,O
use,O
the,O
premises,O
only,O
for,O
Residential,O
purpose,O
and,O
shall,O
not,O
use,O
it,O
for,O
any,O
offensive,O
or,O
objectionable,O
purpose,O
and,O
shall,O
not,O
without,O
the,O
written,O
consent,O
of,O
the,O
owner,O
sublet,O
under,O
lease,O
or,O
part,O
with,O
the,O
possession,O
of,O
the,O
premises,O
any,O
whosoever,O
or,O
make,O
any,O
alterations,O
therein,O
.,O
He,O
shall,O
return,O
possession,O
of,O
the,O
house,O
in,O
as,O
such,O
condition,O
as,O
it,O
was,O
let,O
out,O
to,O
him,O
save,O
normal,O
wear,O
and,O
tear,O
and,O
shall,O
allow,O
the,O
owner,O
or,O
his,O
authorized,O
agent,O
to,O
inspect,O
the,O
house,O
at,O
all,O
reasonable,O
times,O
but,O
with,O
prior,O
intimation,O
.,O
The,O
owner,O
shall,O
allow,O
the,O
tenant,O
peaceful,O
possession,O
and,O
enjoyment,O
of,O
the,O
premises,O
during,O
the,O
continuance,O
of,O
the,O
tenancy,O
provided,O
the,O
tenant,O
acts,O
up,O
to,O
the,O
terms,O
of,O
this,O
agreement,O
.,O
The,O
owner,O
shall,O
pay,O
property,O
taxes,O
.,O
The,O
tenancy,O
may,O
be,O
renewed,O
for,O
further,O
period,O
/s,O
mutually,O
agrees,O
between,O
the,O
parties,O
on,O
the,O
terms,O
and,O
conditions,O
to,O
be,O
specified,O
at,O
the,O
time,O
.,O
It,O
is,O
hereby,O
agreed,O
that,O
One,O
month,O
notice,O
on,O
either,O
side,O
is,O
required,O
for,O
the,O
termination,O
of,O
the,O
tenancy,O
.,O
The,O
tenant,O
shall,O
not,O
cause,O
any,O
damage,O
to,O
fixed,O
fixtures,O
and,O
fittings,O
of,O
the,O
above,O
said,O
property,O
the,O
tenant,O
should,O
return,O
back,O
the,O
premises,O
in,O
good,O
condition,O
',',O
as,O
it,O
let,O
out,O
any,O
damages,O
caused,O
owner,O
have,O
right,O
to,O
deduct,O
the,O
amount,O
.,O
After,O
the,O
expiry,O
of,O
11,O
months,O
the,O
tenant,O
is,O
herein,O
agreed,O
to,O
pay,O
5,O
%,O
of,O
enhancement,O
of,O
the,O
existing,O
rent,O
.,O
SCI!I,B-ORG
I)I,L-ORG
I,O
I,O
The,O
premises,O
at,O
'No-57,2nd',O
'floor,’’Hemalaya',O
”,O
',',O
Golf,O
view,O
layout,O
',',O
Murugeshpalya,U-LOC
',',O
Bangalore-17,U-MISC
Premises,O
Consist,O
of,O
Single,O
room,O
',',O
Attached,B-LOC
Bathroom,I-LOC
&,I-LOC
Toilet,L-LOC
',',O
two,O
wheeler,O
parking,O
having,O
a,O
super,O
built,O
up,O
area,O
of,O
sq.ft,O
.,O
Fittings,O
Fan,O
-1,O
Nos,O
',',O
Tube,O
lights,O
-1,O
Nos,O
',',O
Bulps-2,O
Nos,O
.,O
IN,O
WITNESS,O
WHEREOF,O
',',O
the,O
parties,O
have,O
set,O
their,O
respective,O
hand,O
unto,O
this,O
agreement,O
',',O
the,O
day,O
',',O
month,O
',',O
year,O
first,O
above,O
written,O
.,O
WITNESS,O
:,O
1,O
.,O
Jagdish,B-ORG
Bangalore,I-ORG
Homes,L-ORG
No.5,O
',',O
RifcoSanthosh,B-LOC
Apartments,L-LOC
(,O
OWNER,U-LOC
),O
NAL,B-LOC
Road,L-LOC
',',O
Murugeshpalya,B-LOC
Bangalore-560017,L-LOC
PH-9844495539,O
'''',O
',',O
9845444484,O
2,O
.,O
Babu,U-PER
9448030266,O
(,O
TENANT,O
),O
