words,tags
RENTAL,O
AGREEMENT,O
This,O
agreement,O
of,O
rent,O
is,O
made,O
and,O
executed,O
at,O
Bangalore,U-LOC
on,O
this,O
1st,O
day,O
of,O
'April,2009(01',O
-,O
04,O
-,O
2009,O
),O
by,O
and,O
between:-,O
Mr.,O
Parasu,B-PER
Ram,I-PER
Mishra,L-PER
D.no,O
:,O
15/5/2,O
KAUSTHUBHA,U-PER
',',O
K.PH.B,O
COLONY,O
B.T.M,O
-,O
STAGE,O
2,O
',',O
WEST,B-LOC
MUMBAI,L-LOC
-70,O
Hereinafter,O
called,O
the,O
LESSOR,U-PER
/,O
OWNER,O
of,O
the,O
one,O
part,O
;,O
and,O
in,O
favor,O
of,O
>,O
Mr.,O
P.Gangadhar,B-ORG
Working,L-ORG
at,O
:,O
M.G.H,B-ORG
Corporation,I-ORG
Gold,I-ORG
Hill,I-ORG
Unit,L-ORG
169,O
',',O
Hubli,B-LOC
Road,I-LOC
Bommanabandi,I-LOC
MUMBAI,L-LOC
-68,O
Hereinafter,O
called,O
the,O
LESSEE,U-ORG
/,O
TENANT,U-ORG
of,O
the,O
other,O
part,O
;,O
witnesses,O
as,O
follows:-,O
Whereas,O
the,O
term,O
lessor,O
and,O
lessee,O
shall,O
mean,O
and,O
include,O
their,O
respective,O
heirs,O
',',O
legal,O
representatives,O
administrators,O
',',O
and,O
assigns,O
',',O
etc,O
.,O
And,O
whereas,O
the,O
lessor,O
is,O
the,O
sole,O
and,O
absolute,O
owner,O
of,O
the,O
premises,O
situated,O
at,O
D.no:15/5/2,O
KAUSTHUBHA,U-PER
',',O
K.P.H.B,B-ORG
COLONY,L-ORG
B.T.M,O
-,O
STAGE,O
2,O
',',O
WEST,B-LOC
MUMBAI,L-LOC
-70,O
and,O
where,O
as,O
the,O
lessee,O
has,O
approached,O
with,O
the,O
lessor,O
to,O
let,O
-,O
out,O
the,O
schedule,O
premises,O
on,O
rental,O
basis,O
.,O
And,O
the,O
lessor,O
agrees,O
to,O
let,O
-,O
out,O
the,O
same,O
under,O
the,O
following,O
terms,O
and,O
conditions:-,O
whereas,O
the,O
lessor,O
agrees,O
to,O
let,O
-,O
out,O
the,O
schedule,O
premises,O
for,O
a,O
monthly,O
rent,O
of,O
7000/-(Rupees,O
Seven,B-MISC
Thousand,L-MISC
only,O
),O
per,O
month,O
',',O
and,O
the,O
lessee,O
shall,O
agrees,O
to,O
pay,O
the,O
same,O
on,O
every,O
month,O
Whereas,O
the,O
lessee,O
shall,O
agrees,O
to,O
pay,O
the,O
monthly,O
rent,O
by,O
on,O
or,O
before,O
5th,O
of,O
Every,O
English,U-MISC
calendar,O
month,O
.,O
Whereas,O
the,O
lessee,O
shall,O
use,O
the,O
schedule,O
premises,O
for,O
residential,O
purpose,O
only,O
and,O
should,O
not,O
use,O
for,O
any,O
illegal,O
or,O
immoral,O
purposes,O
.,O
The,O
lease,O
will,O
be,O
for,O
period,O
of,O
1,O
l(Eleven,U-MISC
),O
months,O
from,O
the,O
date,O
of,O
this,O
Agreement,U-MISC
',',O
but,O
it,O
can,O
be,O
extended,O
by,O
mutual,O
consent,O
.,O
The,O
rent,O
shall,O
be,O
enhanced,O
Once,O
in,O
every,O
11,O
months,O
@,O
5,O
%,O
over,O
the,O
existing,O
rent,O
.,O
Whereas,O
the,O
lessee,O
should,O
not,O
sub,O
-,O
let,O
or,O
underlet,O
the,O
schedule,O
premises,O
to,O
any,O
Other,O
persons,O
without,O
written,O
consent,O
from,O
the,O
lessor,O
.,O
Whereas,O
the,O
lessee,O
shall,O
keep,O
the,O
schedule,O
premises,O
in,O
good,O
and,O
tenantable,O
Conditions,O
without,O
any,O
damages,O
',',O
if,O
any,O
damages,O
caused,O
by,O
the,O
lessee,O
the,O
mutual,O
Amount,O
can,O
be,O
deducted,O
from,O
his,O
security,O
deposit,O
.,O
whereas,O
the,O
lessee,O
has,O
paid,O
a,O
sum,O
of,O
'Rs.60,000/-(Rupees',O
Sixty,O
thousand,O
Only,O
),O
towards,O
security,O
deposit,O
by,O
cash,O
Thus,O
the,O
lessor,O
has,O
received,O
and,O
acknowledges,O
the,O
receipt,O
of,O
the,O
same,O
.,O
This,O
amount,O
shall,O
not,O
carry,O
any,O
interest,O
and,O
the,O
same,O
will,O
be,O
refundable,O
to,O
the,O
lessee,O
at,O
the,O
time,O
of,O
vacating,O
the,O
schedule,O
premises,O
.,O
And,O
whereas,O
the,O
lessee,O
here,O
by,O
agrees,O
to,O
pay,O
the,O
water,O
and,O
electricity,O
charges,O
to,O
the,O
concerned,O
authorities,O
without,O
arrears,O
during,O
this,O
tenancy,O
period,O
.,O
The,O
lease,O
shall,O
vacate,O
the,O
premises,O
on,O
a,O
one,O
month,O
notice,O
from,O
the,O
lessor.similarly,O
the,O
lessee,O
can,O
vacate,O
the,O
premises,O
after,O
giving,O
one,O
month,O
notice,O
to,O
the,O
lessor,O
.,O
And,O
whereas,O
the,O
lessor,O
or,O
his,O
subordinates,O
or,O
agents,O
is,O
at,O
full,O
liberty,O
to,O
inspect,O
the,O
rented,O
premises,O
at,O
any,O
reasonable,O
hours,O
.,O
Whereas,O
the,O
lessee,O
shall,O
agree,O
to,O
pay,O
one,O
month,O
rent,O
towards,O
painting,O
charges,O
at,O
the,O
time,O
of,O
vacating,O
the,O
schedule,O
premises,O
.,O
SCHEDULE,O
The,O
accommodation,O
consisting,O
of:-two,O
bed,O
rooms,O
one,O
hall,O
one,O
kitchen,O
',',O
one,O
pooja,O
room,O
',',O
one,O
dining,O
hall,O
',',O
two,O
bath,O
and,O
lavatory,O
water,O
and,O
electricity,O
.,O
R.C.C.roofed,U-ORG
building,O
first,O
floor,O
with,O
fittings,O
and,O
fixtures:-,O
Fans,O
-,O
4Nos,O
Tubelights,O
-,O
4,O
Nos,O
IN,O
WITNESS,O
WHEREOF,O
the,O
above,O
named,O
Lessor,U-PER
and,O
Lessee,U-PER
has,O
affixed,O
their,O
respective,O
signatures,O
to,O
this,O
agreement,O
on,O
the,O
day,O
month,O
and,O
year,O
first,O
above,O
written,O
.,O
WITNESSES:-,O
1,O
.,O
LESSOR,U-PER
/,O
OWNER,O
LESSEE,O
/,O
TENANT,O
