words,tags
HOUSE,O
RENTAL,O
AGREEMENT,O
Rental,O
Agreement,O
made,O
on,O
Jan,O
10,O
',',O
2011,O
',',O
between,O
Namashivayam,U-LOC
',',O
Plat,B-MISC
No-182,L-MISC
',',O
Door,B-MISC
No,I-MISC
16,L-MISC
New/10,B-LOC
Old,L-LOC
',',O
24th,B-LOC
East,I-LOC
Street,L-LOC
',',O
Kamaraj,B-LOC
Nagar,L-LOC
',',O
Thiruvanmiyur,U-LOC
',',O
Chennai,U-LOC
(,O
hereinafter,O
referred,O
to,O
as,O
landlord,O
),O
of,O
the,O
house,O
and,O
Mrs,O
.,O
Thenmalar,U-LOC
',',O
W,B-ORG
/,I-ORG
O,I-ORG
Xavier,L-ORG
',',O
Kottaikadu,U-LOC
(,O
PO,U-LOC
),O
',',O
Vadakadu,U-LOC
(,O
Via,U-LOC
),O
',',O
Pudukkottai,B-ORG
(,I-ORG
Dt,L-ORG
),O
(,O
hereinafter,O
referred,O
to,O
as,O
tenant,O
),O
of,O
the,O
First,O
floor,O
portion,O
of,O
the,O
building,O
.,O
WHERE,O
IT,O
IS,O
AGREED,O
AND,O
DECLARED,O
AS,O
FOLLOWS,O
:,O
The,O
Landlord,O
agrees,O
to,O
let,O
out,O
and,O
the,O
tenant,O
agrees,O
to,O
take,O
on,O
rent,O
the,O
First,O
floor,O
portion,O
of,O
the,O
building,O
Plat,B-MISC
No-182,L-MISC
',',O
Door,O
No,O
16,O
New/10,B-LOC
Old,L-LOC
',',O
24th,B-LOC
East,I-LOC
Street,L-LOC
',',O
Kamaraj,B-LOC
Nagar,L-LOC
',',O
Thiruvanmiyur,U-LOC
along,O
with,O
electrical,O
and,O
sanitary,O
fittings,O
and,O
other,O
accessories,O
fittings,O
and,O
structures,O
(,O
hereinafter,O
called,O
the,O
premises,O
),O
from,O
Jan,O
10,O
2011,O
at,O
the,O
monthly,O
rent,O
of,O
Rs,O
.,O
14500,O
(,O
Fourteen,O
thousand,O
and,O
five,O
hundred,O
rupees,O
),O
being,O
payable,O
on,O
or,O
before,O
5th,O
of,O
every,O
month,O
to,O
the,O
Landlord,U-ORG
.,O
The,O
period,O
of,O
this,O
agreement,O
shall,O
be,O
twelve,O
months,O
w.e.f,O
Jan,O
10,O
',',O
2011,O
.,O
The,O
tenant,O
has,O
paid,O
Rs,U-MISC
.,O
100000(0ne,O
lack,O
Rupees,O
),O
as,O
advance,O
amount,O
for,O
the,O
above,O
building,O
and,O
the,O
landlord,O
shall,O
pay,O
this,O
said,O
advance,O
without,O
