words,tags
RENTAL,O
AGREEMENT,O
THIS,O
RENTAL,O
AGREEMENT,O
is,O
made,O
and,O
executed,O
into,O
on,O
this,O
first,O
day,O
of,O
September,O
2011,O
(,O
01,O
-,O
09,O
-,O
2011,O
),O
at,O
Bangalore,U-LOC
by,O
and,O
between,O
Mr.,O
S,B-PER
Parthasarathy,L-PER
',',O
son,O
of,O
SS,B-PER
Ayyangar,L-PER
',',O
aged,O
69,O
years,O
',',O
residing,O
at,O
Plot,O
No,O
:,O
87,O
A,O
',',O
Road,B-LOC
No,L-LOC
:,O
9,O
',',O
Film,B-LOC
Nagar,L-LOC
',',O
Jubilee,B-LOC
Hills,L-LOC
',',O
Hyderabad,U-LOC
-,O
500096,O
',',O
hereinafter,O
called,O
the,O
“,O
OWNER,O
”,O
on,O
the,O
ONE,B-ORG
PART,L-ORG
and,O
Mr.,O
Hari,B-PER
Kiran,I-PER
Tholeti,L-PER
',',O
son,O
of,O
Sambasiva,B-PER
Rao,L-PER
',',O
aged,O
36,O
years,O
',',O
residing,O
at,O
Flat,B-MISC
202,L-MISC
',',O
Plot,O
36,O
',',O
Sri,B-LOC
Venkateswara,I-LOC
Residency,L-LOC
',',O
Central,B-LOC
Excise,I-LOC
Colony,L-LOC
',',O
Bagamberpet,U-LOC
',',O
Hyderabad,U-LOC
-,O
500013,O
',',O
hereinafter,O
called,O
the,O
“,O
TENANT,U-MISC
”,O
of,O
the,O
OTHER,O
PART,O
.,O
WITHNESSTH,U-MISC
AS,O
FOLLOWS,O
:,O
WHEREAS,O
',',O
Mr.,O
S,B-PER
Parthasarathy,L-PER
',',O
is,O
the,O
absolute,O
owner,O
of,O
the,O
premises,O
house,O
bearing,O
Flat,B-MISC
No,I-MISC
:,I-MISC
121,L-MISC
(,O
7th,B-LOC
Floor,L-LOC
),O
',',O
D5,B-LOC
Block,L-LOC
and,O
car,O
parking,O
bearing,O
No,O
:,O
CS,U-LOC
123/35A,O
',',O
Kendriya,B-LOC
Vihar,L-LOC
',',O
Bangalore,U-LOC
-,O
Bellary,B-LOC
Road,L-LOC
',',O
Yelahanka,U-LOC
',',O
Bangalore-,U-LOC
560064,O
',',O
hereinafter,O
referred,O
to,O
as,O
the,O
“,O
SCHEDULED,B-MISC
PREMISES,L-MISC
”,O
and,O
particularly,O
described,O
in,O
the,O
schedule,O
and,O
whereas,O
the,O
Owner,U-ORG
has,O
agreed,O
to,O
let,O
out,O
the,O
said,O
premises,O
to,O
the,O
Tenant,U-ORG
has,O
agreed,O
to,O
take,O
on,O
the,O
rent,O
the,O
scheduled,O
premises,O
on,O
the,O
following,O
terms,O
and,O
conditions,O
as,O
follows,O
:,O
The,O
Owner,O
has,O
agreed,O
to,O
let,O
out,O
the,O
above,O
said,O
premises,O
to,O
the,O
Tenant,O
for,O
a,O
monthly,O
rent,O
of,O
'Rs.9,000/-',O
(,O
Rupees,O
Nine,O
Thousand,O
only,O
),O
plus,O
actual,O
maintenance,O
charges,O
as,O
fixed,O
by,O
the,O
Kendriya,B-ORG
Vihar,I-ORG
Apartment,I-ORG
Owners,I-ORG
Association,L-ORG
(,O
KVAOA,U-ORG
),O
from,O
time,O
to,O
time,O
exclusive,O
of,O
electrical,O
charges,O
mentioned,O
in,O
Clause,B-MISC
4,L-MISC
below,O
of,O
the,O
said,O
house,O
and,O
the,O
Tenant,U-ORG
has,O
agreed,O
to,O
occupy,O
the,O
same,O
house,O
and,O
to,O
pay,O
the,O
said,O
rent,O
and,O
maintenance,O
charges,O
.,O
While,O
the,O
Tenant,U-ORG
pays,O
the,O
above,O
said,O
rent,O
directly,O
to,O
the,O
Owner,O
within,O
the,O
period,O
mentioned,O
in,O
Clause,B-MISC
3,L-MISC
',',O
the,O
maintenance,O
charge,O
mentioned,O
above,O
shall,O
be,O
paid,O
directly,O
to,O
the,O
KVAOA,U-ORG
by,O
the,O
Tenant,U-ORG
within,O
the,O
due,O
date,O
stipulated,O
by,O
KVAOA,U-ORG
.,O
The,O
Tenant,U-ORG
will,O
occupy,O
the,O
premises,O
from,O
1st,O
September,O
2011,O
and,O
the,O
tenancy,O
will,O
be,O
for,O
a,O
period,O
of,O
11,O
(,O
eleven,O
),O
months,O
.,O
The,O
tenancy,O
will,O
be,O
monthly,O
',',O
commencing,O
from,O
1st,O
of,O
every,O
calendar,O
month,O
and,O
the,O
Tenant,U-ORG
will,O
pay,O
the,O
rent,O
to,O
the,O
Owner,O
on,O
or,O
before,O
the,O
5th,O
of,O
every,O
calendar,O
month,O
.,O
The,O
Tenant,O
shall,O
pay,O
the,O
electricity,O
charges,O
directly,O
to,O
BESCOM,U-ORG
.,O
The,O
Tenant,O
will,O
carry,O
out,O
day,O
to,O
day,O
repairs,O
such,O
as,O
fuses,O
',',O
leakage,O
of,O
water,O
taps,O
',',O
etc,O
.,O
at,O
his,O
/,O
her,O
own,O
cost,O
but,O
major,O
repairs,O
suck,O
as,O
leakage,O
in,O
electricity,O
',',O
bursting,O
of,O
sanitary,O
pipes,O
',',O
painting,O
',',O
cracks,O
',',O
replacement,O
',',O
etc,O
.,O
will,O
be,O
done,O
by,O
the,O
Owner,U-ORG
at,O
his,O
cost,O
.,O
On,O
the,O
termination,O
of,O
the,O
Rental,B-MISC
Agreement,L-MISC
',',O
the,O
Tenant,U-ORG
shall,O
hand,O
over,O
the,O
vacant,O
possession,O
of,O
the,O
premises,O
to,O
the,O
Owner,U-ORG
with,O
all,O
the,O
fixtures,O
and,O
fittings,O
and,O
in,O
good,O
tenantable,O
conditions,O
.,O
The,O
Tenant,O
shall,O
keep,O
the,O
house,O
premises,O
in,O
good,O
and,O
tenantable,O
conditions,O
',',O
if,O
any,O
damage,O
is,O
caused,O
to,O
the,O
rented,O
premises,O
the,O
Tenant,U-ORG
will,O
be,O
held,O
responsible,O
for,O
loss,O
.,O
The,O
Tenant,O
shall,O
not,O
sublet,O
the,O
premises,O
or,O
use,O
the,O
said,O
house,O
for,O
any,O
other,O
purposes,O
other,O
than,O
residence,O
.,O
The,O
terms,O
“,O
Owner,O
”,O
and,O
‘,O
Tenant,O
”,O
shall,O
mean,O
and,O
include,O
their,O
representative,O
heirs,O
',',O
legal,O
representatives,O
',',O
administrators,O
and,O
assignors,O
.,O
The,O
Tenant,O
should,O
not,O
alter,O
or,O
make,O
additions,O
to,O
the,O
said,O
house,O
premises,O
without,O
written,O
consent,O
of,O
the,O
Owner,U-ORG
.,O
In,O
case,O
the,O
Owner,U-ORG
undertakes,O
additional,O
construction,O
works,O
',',O
no,O
inconvenience,O
shall,O
be,O
caused,O
to,O
the,O
Tenant,U-ORG
.,O
It,O
is,O
agreed,O
by,O
both,O
the,O
Parties,O
that,O
the,O
rent,O
mentioned,O
in,O
Clause,B-MISC
1,L-MISC
will,O
be,O
enhanced,O
by,O
10,O
%,O
for,O
a,O
further,O
period,O
of,O
eleven,O
months,O
',',O
after,O
the,O
completion,O
of,O
this,O
Rental,B-MISC
Agreement,L-MISC
.,O
The,O
Owner,O
shall,O
have,O
the,O
right,O
to,O
enter,O
upon,O
the,O
schedule,O
premises,O
at,O
any,O
time,O
',',O
either,O
to,O
inspect,O
the,O
premises,O
for,O
satisfying,O
themselves,O
that,O
the,O
scheduled,O
premises,O
is,O
being,O
held,O
in,O
accordance,O
with,O
these,O
presents,O
or,O
for,O
carrying,O
out,O
any,O
works,O
/,O
repairs,O
connected,O
with,O
other,O
portions,O
.,O
It,O
is,O
hereby,O
agreed,O
that,O
either,O
the,O
Owner,O
or,O
the,O
Tenant,U-ORG
shall,O
have,O
the,O
option,O
at,O
any,O
time,O
to,O
terminate,O
the,O
Rental,B-MISC
Agreement,L-MISC
.,O
If,O
the,O
Tenant,U-ORG
fails,O
to,O
pay,O
in,O
time,O
the,O
rent,O
',',O
maintenance,O
charge,O
',',O
electricity,O
charges,O
or,O
does,O
not,O
act,O
according,O
to,O
the,O
terms,O
and,O
conditions,O
of,O
this,O
Rental,B-MISC
Agreement,L-MISC
or,O
does,O
not,O
agree,O
to,O
vacate,O
the,O
rented,O
premises,O
on,O
or,O
before,O
the,O
expiry,O
of,O
this,O
Rental,B-MISC
Agreement,L-MISC
',',O
the,O
Owner,U-ORG
is,O
at,O
liberty,O
to,O
recover,O
the,O
Scheduled,B-MISC
Premises,L-MISC
without,O
any,O
notice,O
.,O
The,O
Tenant,U-ORG
hereby,O
agrees,O
to,O
pay,O
an,O
interest,O
free,O
advance,O
of,O
'Rs.65,000/-',O
(,O
Rupees,O
Sixty,O
Five,O
Thousand,O
Only,O
),O
as,O
security,O
money,O
.,O
This,O
money,O
will,O
be,O
refunded,O
without,O
and,O
interest,O
',',O
on,O
expiry,O
of,O
the,O
rental,O
period,O
.,O
The,O
Parties,O
to,O
this,O
agreement,O
further,O
agree,O
that,O
the,O
agreement,O
is,O
subject,O
to,O
the,O
prevailing,O
contractual,O
law,O
applicable,O
to,O
the,O
tenancy,O
and,O
rentals,O
.,O
SIGNED,O
&,O
DELIVERED,O
BY,O
THE,O
ABOVE,O
NAMED,O
OWNER,O
(,O
Mr.,O
S,B-PER
Parthasarathy,L-PER
),O
SIGNED,O
&,O
DELIVERED,O
BY,O
THE,O
ABOVE,O
NAMED,O
TENANT,U-PER
(,O
Mr.,O
Hari,B-PER
Kiran,I-PER
Tholeti,L-PER
),O
IN,O
THE,O
PRESENCE,O
OF,O
THE,O
WITNESSES,O
:,O
