words,tags
House,O
Rental,O
Contract,O
KNOWN,O
ALL,O
MEN,O
BY,O
THESE,O
PRESENTS,O
:,O
This,O
House,O
Rental,O
Contract,O
',',O
made,O
and,O
entered,O
into,O
this,O
20th,O
day,O
of,O
May,O
2007,O
at,O
Manila,U-LOC
by,O
and,O
between,O
:,O
Antonio,B-PER
Levy,I-PER
S.,I-PER
Ingles,L-PER
.,O
Jr.,O
and/or,O
Mary,B-PER
Rose,I-PER
C.,I-PER
Ingles,L-PER
',',O
of,O
legal,O
age,O
',',O
with,O
residence,O
and,O
postal,O
address,O
at,O
Unit,O
2006,O
EGI,B-LOC
Taft,I-LOC
Tower,L-LOC
2339,O
Taft,B-LOC
Avenue,L-LOC
',',O
Malate,U-LOC
',',O
Manila,U-LOC
',',O
And,O
herein,O
referred,O
to,O
as,O
the,O
Owner(s,O
),O
',',O
—,O
And,O
—,O
GERALDINE,O
O.,B-PER
GALINATO,L-PER
.,O
of,O
legal,O
age,O
',',O
with,O
residence,O
and,O
postal,O
address,O
at,O
6,O
Manganese,B-LOC
Road,L-LOC
',',O
Pilar,B-LOC
Village,L-LOC
',',O
Las,B-LOC
Pinas,L-LOC
',',O
Metro,B-LOC
Manila,L-LOC
',',O
And,O
herein,O
referred,O
to,O
as,O
the,O
Resident(s,O
),O
',',O
WITNESSETH,O
:,O
In,O
consideration,O
of,O
the,O
agreements,O
of,O
the,O
Resident(s,U-MISC
),O
',',O
known,O
as,O
:,O
GERALDINE,B-PER
O.,I-PER
GALINATO,L-PER
.,O
the,O
Owner(s,O
),O
',',O
known,O
as,O
:,O
Antonio,B-PER
Levy,I-PER
S.,I-PER
Ingles,L-PER
.,O
Jr.,U-PER
and/or,O
Mary,B-PER
Rose,I-PER
C.,I-PER
Ingles,L-PER
',',O
hereby,O
rent,O
their,O
the,O
dwelling,O
/,O
house,O
located,O
at,O
Lot,B-LOC
6,L-LOC
',',O
Block,B-LOC
20,L-LOC
',',O
Royal,B-LOC
South,I-LOC
Townhomes,L-LOC
',',O
Marcos,B-LOC
Alvarez,I-LOC
Avenue,L-LOC
',',O
Talon,U-LOC
5,O
',',O
Las,B-LOC
Pinas,I-LOC
City,L-LOC
',',O
Metro,B-LOC
Manila,L-LOC
for,O
the,O
period,O
commencing,O
on,O
the,O
20th,O
day,O
of,O
May,O
',',O
2007,O
',',O
and,O
monthly,O
thereafter,O
until,O
the,O
20th,O
day,O
of,O
May,O
',',O
2008,O
',',O
at,O
which,O
time,O
this,O
Agreement,U-MISC
is,O
terminated,O
