words,tags
RENTAL,O
AGREEMENT,O
THIS,O
RENTAL,O
AGREEMENT,O
is,O
executed,O
at,O
Chennai,U-LOC
-,O
600,O
041,O
on,O
14th,O
day,O
of,O
July,O
2010,O
between,O
Mr.,O
P.,B-PER
JohnsonRavikumar,L-PER
',',O
aged,O
about,O
43,O
Years,O
',',O
residing,O
at,O
Plot,O
.,O
No,O
:,O
10,O
',',O
Door,B-LOC
No:3,L-LOC
',',O
Jeevanantham,B-LOC
Street,L-LOC
',',O
Lakshmipuram,B-LOC
Tiruvanmiyur,L-LOC
',',O
Chennai,U-LOC
-,O
600,O
041,O
.,O
Which,O
term,O
shall,O
include,O
their,O
heirs,O
',',O
assigns,O
',',O
nominees,O
',',O
hereinafter,O
referred,O
to,O
as,O
“,O
HOUSE,B-MISC
OWNER,L-MISC
”,O
.,O
and,O
Mr.,O
Saravanan,B-MISC
BV,L-MISC
aged,O
about,O
27,O
years,O
',',O
residing,O
at,O
Plot,O
.,O
No,O
:,O
10,O
',',O
Door,O
No:3,O
',',O
Jeevanantham,B-LOC
Street,L-LOC
',',O
Lakshmipuram,B-LOC
Tiruvanmiyur,L-LOC
',',O
Chennai,U-LOC
-,O
600,O
041,O
.,O
Which,O
term,O
shall,O
include,O
their,O
heirs,O
',',O
assigns,O
',',O
nominees,O
',',O
hereinafter,O
referred,O
to,O
as,O
“,O
TENANT,U-MISC
”,O
.,O
The,O
terms,O
“,O
HOUSE,B-MISC
OWNER,L-MISC
”,O
and,O
“,O
TENANT,U-MISC
”,O
wherever,O
the,O
context,O
so,O
requires,O
or,O
admits,O
shall,O
mean,O
and,O
include,O
their,O
respective,O
heirs,O
',',O
executors,O
',',O
administrators,O
',',O
legal,O
representatives,O
and,O
assigns,O
.,O
The,O
HOUSE,B-ORG
OWNER,L-ORG
is,O
agreed,O
to,O
rent,O
out,O
the,O
own,O
house,O
premises,O
Plot,O
.,O
No,O
:,O
10,O
',',O
Door,B-LOC
No:3,L-LOC
',',O
Jeevanantham,B-LOC
Street,L-LOC
',',O
Lakshmipuram,B-LOC
Tiruvanmiyur,L-LOC
',',O
Chennai,U-LOC
-,O
600,O
041,O
and,O
the,O
TENANT,U-ORG
is,O
agreed,O
to,O
occupy,O
the,O
same,O
on,O
paying,O
monthly,O
rent,O
.,O
Now,O
the,O
HOUSE,B-ORG
OWNER,L-ORG
and,O
TENANT,U-ORG
hereby,O
AGREE,O
to,O
the,O
following,O
terms,O
and,O
conditions,O
:,O
The,O
agreement,O
shall,O
be,O
for,O
a,O
period,O
of,O
11,O
months,O
beginning,O
form,O
01.04.2010,O
and,O
ending,O
with,O
30.03.2011,O
.,O
The,O
monthly,O
rent,O
',',O
water,O
maintenance,O
charges,O
for,O
the,O
said,O
shall,O
be,O
Rs,O
.,O
'10,000/-',O
(,O
Rupees,O
Ten,O
Thousand,O
only,O
),O
rent,O
should,O
be,O
paid,O
according,O
to,O
the,O
English,U-MISC
calendar,O
month,O
and,O
shall,O
be,O
payable,O
on,O
or,O
before,O
5th,O
of,O
every,O
succeeding,O
calendar,O
month,O
.,O
The,O
tenant,O
has,O
paid,O
the,O
sum,O
of,O
Rs.50,O
',',O
000/-,O
(,O
Rupees,O
Fifty,O
thousand,O
only,O
),O
by,O
cash,O
without,O
any,O
interest,O
',',O
and,O
the,O
House,B-ORG
Owner,L-ORG
has,O
to,O
re,O
-,O
pay,O
the,O
money,O
while,O
the,O
Tenant,O
vacating,O
the,O
house,O
.,O
The,O
Tenant,O
shall,O
use,O
the,O
house,O
premises,O
for,O
residential,O
purpose,O
only,O
and,O
not,O
for,O
any,O
other,O
purpose,O
.,O
The,O
Tenant,O
shall,O
maintain,O
the,O
leased,O
premises,O
in,O
good,O
condition,O
and,O
repair,O
and,O
deliver,O
the,O
same,O
at,O
the,O
expiry,O
of,O
the,O
lease,O
period,O
or,O
sooner,O
determination,O
of,O
the,O
tenancy,O
.,O
The,O
tenant,O
shall,O
also,O
before,O
delivering,O
up,O
possession,O
together,O
with,O
all,O
the,O
amenities,O
provided,O
by,O
the,O
House,U-ORG
owner,O
and,O
the,O
electrical,O
fittings,O
',',O
repair,O
and,O
restore,O
at,O
his,O
cost,O
to,O
their,O
original,O
.,O
The,O
Tenant,U-ORG
shall,O
not,O
make,O
any,O
alterations,O
or,O
put,O
up,O
any,O
construction,O
in,O
the,O
premises,O
.,O
The,O
Tenant,O
shall,O
not,O
sub,O
-,O
let,O
leased,O
premise,O
wholly,O
or,O
partially,O
.,O
That,O
the,O
Tenant,U-ORG
hereby,O
covenants,O
to,O
pay,O
the,O
electric,O
consumption,O
charges,O
to,O
the,O
electricity,O
board,O
.,O
The,O
House,B-ORG
Owner,I-ORG
and,I-ORG
Tenant,L-ORG
hereby,O
agree,O
that,O
three,O
months,O
advance,O
notice,O
in,O
writing,O
is,O
essential,O
for,O
the,O
tenant,O
for,O
vacating,O
the,O
premises,O
if,O
he,O
chooses,O
to,O
terminate,O
this,O
agreement,O
during,O
the,O
validity,O
period,O
.,O
In,O
witness,O
whereof,O
the,O
house,O
owner,O
and,O
tenant,O
have,O
set,O
their,O
hands,O
and,O
seal,O
the,O
day,O
',',O
month,O
and,O
year,O
first,O
above,O
written,O
.,O
TENANT,O
WITNESSES,O
:,O
1,O
.,O
